strain,strategy,flip_size,seed,gene_idx,gene_name,category,orig_presence,new_presence,logit_prob_var1,logit_prob_var10,logit_prob_var100,suspect_var1,suspect_var10,suspect_var100,z_score_var1,z_score_var10,z_score_var100,consistent_across_variations,only_suspect_at_100,suspect_at_all
10465,core_targeted,20,123,2217,FEOBHI_09905 DNA topoisomerase (ATP-hydrolyzing) subunit B,core,1,0,11.511559,9.796,7.227009,False,False,False,0.4420038453366395,0.5067048597425853,0.5113525016813244,True,False,False
10465,core_targeted,20,123,2293,FEOBHI_03405 valine--tRNA ligase,core,1,0,9.928621,7.586498,4.818718,False,False,False,0.18740379963641576,0.07864379493184293,-0.09700856062705697,True,False,False
10465,core_targeted,20,123,2430,FEOBHI_11600 50S ribosomal protein L25/general stress protein Ctc,core,1,0,10.517408,8.177172,5.369504,False,False,False,0.28210441147825516,0.1930788764099411,0.042126102112862926,True,False,False
10465,core_targeted,50,7,130,FEOBHI_02965 50S ribosomal protein L29,core,1,0,10.898942,8.526109,5.97437,False,False,False,0.34347041181193166,0.2606806906521847,0.19492197367249656,True,False,False
10465,core_targeted,50,7,132,FEOBHI_10235 F0F1 ATP synthase subunit C,core,1,0,10.366405,8.009691,5.29841,False,False,False,0.2578170605517687,0.16063170270493057,0.024166967870467664,True,False,False
10465,core_targeted,50,7,149,"FEOBHI_09375 Sulfur carrier protein TusA (tRNA thiolation, molybdenum cofactor biosynthesis)",core,1,0,9.10709,6.745831,4.282869,False,False,False,0.05526859905107981,-0.08422404187991482,-0.23236997121941633,True,False,False
10465,core_targeted,50,7,202,FEOBHI_10295 type B 50S ribosomal protein L31,core,1,0,10.938421,9.27916,6.746035,False,False,False,0.3498202215986695,0.406574115015138,0.3898531257409953,True,False,False
10465,core_targeted,50,7,237,FEOBHI_02935 50S ribosomal protein L23,core,1,0,9.165773,6.81749,3.92855,False,False,False,0.06470718381044896,-0.0703410818992164,-0.32187488704397543,True,False,False
10465,core_targeted,50,7,279,FEOBHI_00205 30S ribosomal protein S6,core,1,0,9.199404,6.832502,3.092834,False,False,False,0.0701164001770686,-0.06743271037253812,-0.5329860333083227,True,False,False
10465,core_targeted,50,7,281,FEOBHI_08950 N-acetylmuramoyl-L-alanine amidase,core,1,0,10.76058,8.383901,4.533999,False,False,False,0.3212162417034533,0.23312981814579814,-0.16893174320730994,True,False,False
10465,core_targeted,50,7,288,FEOBHI_06740 30S ribosomal protein S6,core,1,0,9.435028,7.060524,2.698511,False,False,False,0.10801420866234715,-0.023256538492958386,-0.6325964039706007,True,False,False
10465,core_targeted,50,7,326,FEOBHI_02980 50S ribosomal protein L24,core,1,0,5.774027,3.398599,-0.178808,False,False,True,-0.4808218808803669,-0.7327048733471826,-1.3594391499012584,False,True,False
10465,core_targeted,50,7,370,FEOBHI_03820 rRNA maturation RNase YbeY,core,1,0,11.511559,10.504278,7.851747,False,False,False,0.4420038453366395,0.6439241222107899,0.6691682612155392,True,False,False
10465,core_targeted,50,7,386,FEOBHI_05445 30S ribosome-binding factor RbfA,core,1,0,11.511559,10.385527,7.78589,False,False,False,0.4420038453366395,0.6209177255171728,0.6525320513553342,True,False,False
10465,core_targeted,50,7,387,FEOBHI_05590 50S ribosomal protein L19,core,1,0,11.511559,9.656323,6.826481,False,False,False,0.4420038453366395,0.4796443341809114,0.41017467908253924,True,False,False
10465,core_targeted,50,7,436,FEOBHI_02975 50S ribosomal protein L14,core,1,0,11.511559,9.488685,6.785213,False,False,False,0.4420038453366395,0.447166743853886,0.3997499238019927,True,False,False
10465,core_targeted,50,7,474,FEOBHI_03050 30S ribosomal protein S11,core,1,0,11.511559,10.170906,7.521051,False,False,False,0.4420038453366395,0.5793378157498379,0.5856307776385411,True,False,False
10465,core_targeted,50,7,485,FEOBHI_11570 Cell division protein FtsB,core,1,0,11.511559,10.332881,7.481729,False,False,False,0.4420038453366395,0.6107182765834195,0.5756976035777277,True,False,False
10465,core_targeted,50,7,566,FEOBHI_02960 50S ribosomal protein L16,core,1,0,11.044529,8.988576,6.355337,False,False,False,0.36688665227956757,0.3502774036037139,0.2911584703518582,True,False,False
10465,core_targeted,50,7,574,FEOBHI_00750 antiholin-like murein hydrolase modulator LrgA,core,1,0,11.511559,10.461718,7.770505,False,False,False,0.4420038453366395,0.6356786990709398,0.6486456294305691,True,False,False
10465,core_targeted,50,7,716,FEOBHI_03010 30S ribosomal protein S5,core,1,0,11.511559,11.442565,8.733624,False,False,False,0.4420038453366395,0.8257045108766873,0.891940188920841,True,False,False
10465,core_targeted,50,7,739,FEOBHI_02335 Ribosomal protein S18 acetylase RimI and related acetyltransferases,core,1,0,11.511559,10.659158,7.997557,False,False,False,0.4420038453366395,0.6739300229603199,0.7060014871401409,True,False,False
10465,core_targeted,50,7,749,FEOBHI_10230 F0F1 ATP synthase subunit B,core,1,0,11.511559,10.690089,8.003248,False,False,False,0.4420038453366395,0.6799224849701581,0.7074390969661947,True,False,False
10465,core_targeted,50,7,1019,FEOBHI_03865 tRNA A22 N1-methylase,core,1,0,7.490026,5.123543,1.916365,False,False,False,-0.2048202789088822,-0.39852035331556407,-0.8301751730812486,True,False,False
10465,core_targeted,50,7,1144,FEOBHI_05595 tRNA (guanosine(37)-N1)-methyltransferase TrmD,core,1,0,11.511559,10.624241,7.977887,False,False,False,0.4420038453366395,0.6671653274769047,0.7010326266097459,True,False,False
10465,core_targeted,50,7,1151,FEOBHI_06105 tRNA G18 (ribose-2'-O)-methylase SpoU,core,1,0,11.511559,10.262177,7.630256,False,False,False,0.4420038453366395,0.5970203349086081,0.6132171738877431,True,False,False
10465,core_targeted,50,7,1161,FEOBHI_07585 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,core,1,0,-3.475153,-0.768171,11.511559,True,True,False,-1.9684617320239968,-1.5399600842596222,1.5936774323119565,False,False,False
10465,core_targeted,50,7,1407,FEOBHI_01070 N-acetylmuramic acid 6-phosphate etherase,core,1,0,9.424633,7.066945,4.570818,False,False,False,0.10634227490685323,-0.02201255677348061,-0.15963085475440597,True,False,False
10465,core_targeted,50,7,1628,FEOBHI_03480 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,core,1,0,11.511559,9.174938,6.449505,False,False,False,0.4420038453366395,0.3863825151448029,0.3149463533425168,True,False,False
10465,core_targeted,50,7,1669,FEOBHI_06100 phenylalanine--tRNA ligase subunit alpha,core,1,0,8.863902,6.50737,3.349371,False,False,False,0.016154195382871713,-0.13042262851882008,-0.46818193702535477,True,False,False
