gene_idx	gene_name	category	n_train_flipped	n_val_flipped	n_val_not_flipped	cutoff_99th	tp	fp	fn	tn	sensitivity	specificity	false_positive_rate	dor	log10_dor
2599	FEOBHI_08735 Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	core	1572	276	87078	4.0108108329772945	271	57	5	87021	0.9818840579710145	0.999345414456005	0.000654585543995039	82746.28421052631	4.9177485005372175
3270	MDBBCG_03360 DUF1433 domain-containing protein	other	1629	297	87057	4.7942499160766605	293	77	4	86980	0.9865319865319865	0.9991155220143124	0.000884477985687538	82743.96103896105	4.917736307182983
1296	FEOBHI_10665 3-methyl-2-oxobutanoate hydroxymethyltransferase	other	1650	375	86979	3.395363936424255	370	78	5	86901	0.9866666666666667	0.9991032318145759	0.0008967681854240679	82444.53846153847	4.916161891095412
5289	PCLKBG_10540 Ovule protein	other	1662	324	87030	5.495114436149592	322	170	2	86860	0.9938271604938271	0.9980466505802597	0.0019533494197403194	82261.5294117647	4.915196779679786
5412	BBGNOB_09285 hypothetical protein	other	1761	300	87054	4.388751792907724	294	52	6	87002	0.98	0.9994026696073701	0.000597330392629862	81982.65384615384	4.913721972678772
458	FEOBHI_01190 DUF454 domain-containing protein	other	1737	321	87033	4.025329990386958	318	114	3	86919	0.9906542056074766	0.9986901520113061	0.0013098479886939436	80819.42105263157	4.907515735062977
4972	OJEMIL_08280 Lantibiotic	other	1611	261	87093	4.847299337387087	259	140	2	86953	0.9923371647509579	0.9983925229352532	0.0016074770647468797	80431.525	4.905426303102718
1692	FEOBHI_00970 putative dehydrogenase	other	1581	324	87030	4.589963340759278	320	87	4	86943	0.9876543209876543	0.9990003447087211	0.0009996552912788694	79947.58620689655	4.902805355976558
4202	JABGIB_09650 Restriction-modifiation system endonuclease	other	1602	324	87030	4.921824107170106	321	117	3	86913	0.9907407407407407	0.9986556359875904	0.001344364012409514	79484.53846153847	4.900282656783649
3918	GFNPHG_05420 histidine ammonia-lyase	other	1689	318	87036	4.731578426361084	315	115	3	86921	0.9905660377358491	0.9986787076611977	0.0013212923388023347	79362.65217391304	4.899616172821137
3814	GFNPHG_05205 DUF1837 domain-containing protein	other	1641	315	87039	4.750527477264403	312	114	3	86925	0.9904761904761905	0.9986902423051736	0.0013097576948264572	79300.0	4.899273187317604
2635	FEOBHI_05695 serine/threonine protein kinase Stk1	resistance	1575	336	87018	5.42873496055603	334	183	2	86835	0.9940476190476191	0.9978969868303109	0.0021030131696890297	79242.86885245901	4.898960190039639
87	FEOBHI_01790 S-methyl-5-thioribose-1-phosphate isomerase	other	1683	333	87021	5.086202106475831	327	60	6	86961	0.9819819819819819	0.9993105112559038	0.0006894887440962526	78989.575	4.897569777129296
1789	FEOBHI_02250 putative nitrate transporter NarT	other	1617	300	87054	4.2185938262939455	294	54	6	87000	0.98	0.9993796953614997	0.0006203046385002412	78944.44444444444	4.897321572824164
2766	ELEGCC_12245 DUF1433 domain-containing protein	other	1638	282	87072	5.317871389389034	281	309	1	86763	0.9964539007092199	0.9964512127894156	0.003548787210584344	78900.98058252427	4.897082400661043
2172	FEOBHI_04200 two-component system sensor histidine kinase SrrB	other	1731	330	87024	3.534257459640503	326	90	4	86934	0.9878787878787879	0.9989658025372311	0.0010341974627688913	78723.56666666667	4.8961047621072575
329	FEOBHI_05455 YlxQ family RNA-binding protein	other	1635	288	87066	3.6926272344589237	285	105	3	86961	0.9895833333333334	0.9987940183309214	0.00120598166907863	78679.0	4.895858831455207
4447	JICCIG_08150 hypothetical protein	other	1704	312	87042	5.178272318840027	309	114	3	86928	0.9903846153846154	0.9986902874474392	0.0013097125525608328	78540.21052631579	4.895092061058345
4973	OJEMIL_09875 Staphylococcal protein	other	1650	306	87048	4.498316831588745	303	112	3	86936	0.9901960784313726	0.9987133535520633	0.0012866464479367706	78397.64285714286	4.894303005164984
2187	FEOBHI_06530 DNA helicase RecQ	other	1596	303	87051	4.372200036048888	301	167	2	86884	0.9933993399339934	0.9980815843585944	0.0019184156414056128	78299.65269461078	4.893759835708664
1082	FEOBHI_05395 NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	other	1740	342	87012	3.7293850111961286	337	75	5	86937	0.9853801169590644	0.9991380499241483	0.0008619500758516067	78127.384	4.892803282732907
1910	FEOBHI_09925 serine--tRNA ligase	core	1707	345	87009	3.400452671051027	341	95	4	86914	0.9884057971014493	0.9989081589260881	0.0010918410739118943	77993.87894736842	4.892060520079026
1794	FEOBHI_04615 30S ribosomal protein S1	core	1578	282	87072	3.5470590257644656	279	104	3	86968	0.9893617021276596	0.9988055861815509	0.0011944138184490996	77769.46153846153	4.890809091989913
116	FEOBHI_11455 YozE-SAM-like domain-containing protein	other	1701	303	87051	5.195959568023682	300	112	3	86939	0.9900990099009901	0.998713397893189	0.0012866021068109498	77624.10714285714	4.889996617820252
4761	BDLHBJ_08590 phage major tail protein, TP901-1 family	phage	1677	252	87102	5.48243034362793	251	281	1	86821	0.996031746031746	0.9967738972698675	0.0032261027301324885	77551.85409252669	4.8895921852898905
1967	FEOBHI_01095 branched-chain amino acid transport system II carrier protein	other	1755	324	87030	4.8231999588012755	320	90	4	86940	0.9876543209876543	0.9989658738366081	0.001034126163391934	77280.0	4.888067113407437
995	FEOBHI_02925 50S ribosomal protein L3 RplC	core	1662	270	87084	3.9985880517959593	266	75	4	87009	0.9851851851851852	0.9991387625740664	0.0008612374259335814	77147.98	4.887324559221741
1940	FEOBHI_05880 Cell division protein DivIB	other	1629	273	87081	4.226117019653321	271	153	2	86928	0.9926739926739927	0.9982430151238502	0.0017569848761497917	76985.25490196078	4.8864075520824715
5388	BKGECE_12655 bi-component leukocidin LukED subunit E	other	1755	324	87030	5.464949197769165	323	366	1	86664	0.9969135802469136	0.9957945536022061	0.0042054463977938645	76482.16393442624	4.8835601670751245
1842	FEOBHI_08420 PG:teichoic acid D-alanyltransferase DltB	other	1659	309	87045	3.913700594902039	306	117	3	86928	0.9902912621359223	0.9986558676546614	0.001344132345338618	75783.38461538461	4.879573997705402
2468	FEOBHI_06275 ABC-type spermidine/putrescine transport system, permease component II	resistance	1608	282	87072	3.745611445903778	281	322	1	86750	0.9964539007092199	0.9963019110621095	0.0036980889378904814	75704.19254658386	4.87911993167216
1301	FEOBHI_12180 Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	core	1554	324	87030	4.464356908798218	321	123	3	86907	0.9907407407407407	0.9985866942433643	0.001413305756635643	75602.0243902439	4.878533424730587
4823	GGOKJO_04720 hypothetical protein	other	1719	300	87054	5.030359497070311	297	114	3	86940	0.99	0.9986904679853884	0.0013095320146116205	75500.52631578948	4.877949979115896
667	FEOBHI_10000 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	core	1545	276	87078	5.244779739379881	275	317	1	86761	0.9963768115942029	0.9963595856588346	0.0036404143411653917	75265.85173501578	4.876597980625242
3841	GFNPHG_03630 NYN domain-containing protein	other	1602	333	87021	4.582984032630921	327	63	6	86958	0.9819819819819819	0.9992760368186989	0.0007239631813010653	75225.57142857143	4.8763654954128866
971	FEOBHI_06960 Mn-dependent transcriptional regulator MntR, DtxR family	other	1728	327	87027	4.829185252189636	324	125	3	86902	0.9908256880733946	0.9985636641502063	0.0014363358497937423	75083.328	4.87554351408255
1170	FEOBHI_07315 heme-dependent peroxidase	other	1734	321	87033	3.2723164820671085	314	52	7	86981	0.9781931464174455	0.9994025254788413	0.000597474521158641	75033.06043956045	4.875252660763196
2944	ELEGCC_02890 FKLRK protein	other	1656	318	87036	4.866189622879029	310	45	8	86991	0.9748427672955975	0.9994829725630774	0.0005170274369226527	74908.91666666667	4.874533516346263
2028	FEOBHI_04065 dihydrolipoyl dehydrogenase	other	1512	288	87066	4.796175060272217	286	166	2	86900	0.9930555555555556	0.9980934004088852	0.0019065995911147864	74859.63855421687	4.874247725873674
5005	OJEMIL_03715 Lipoprotein	other	1731	318	87036	5.195474433898931	315	122	3	86914	0.9905660377358491	0.9985982811710097	0.0014017188289903028	74803.03278688525	4.873919206098528
1674	FEOBHI_05110 threonine synthase	other	1731	327	87027	4.073876523971559	324	126	3	86901	0.9908256880733946	0.9985521734634079	0.001447826536592092	74486.57142857143	4.872077984424303
2793	ELEGCC_12375 Staphylococcal protein	other	1647	327	87027	5.575236921310423	326	380	1	86647	0.9969418960244648	0.995633539016627	0.004366460983372976	74334.0052631579	4.87118753407867
4132	JABGIB_10485 Transposase	other	1635	327	87027	5.050324573516846	325	190	2	86837	0.9938837920489296	0.9978167695083136	0.002183230491686488	74268.48684210527	4.870804575621288
2786	ELEGCC_12960 DUF5082 domain-containing protein	other	1716	354	87000	5.02307436466217	352	207	2	86793	0.9943502824858758	0.9976206896551724	0.002379310344827586	73795.01449275362	4.86802702237286
2435	FEOBHI_06840 response regulator transcription factor GraR/ApsR	other	1707	279	87075	5.413587713241579	278	327	1	86748	0.996415770609319	0.996244616709733	0.003755383290267011	73749.06422018349	4.867756514052385
3950	GFNPHG_05325 BlaR1 family beta-lactam sensor/signal transducer	resistance	1614	270	87084	4.300292124748213	267	105	3	86979	0.9888888888888889	0.9987942676036929	0.0012057323963070138	73725.05714285714	4.867615117837168
4893	GGOKJO_04275 Sau1hsdS1	other	1695	345	87009	5.148872089385979	343	202	2	86807	0.9942028985507246	0.9976784010849452	0.0023215989150547644	73700.00247524753	4.8674675024450265
3935	GFNPHG_08370 DNA helicase	other	1632	345	87009	4.9085805702209475	343	203	2	86806	0.9942028985507246	0.9976669080210093	0.002333091978990679	73336.10344827586	4.865317830960438
3230	MDBBCG_05335 Tandem-type lipoprotein	other	1659	312	87042	5.111665248870854	306	61	6	86981	0.9807692307692307	0.999299188897314	0.0007008111026860596	72721.81967213115	4.861664737426206
2325	FEOBHI_07535 DNA-directed RNA polymerase subunit beta	core	1578	306	87048	4.059013738632203	301	72	5	86976	0.9836601307189542	0.9991728701406121	0.0008271298593879239	72721.6	4.861663425542938
151	FEOBHI_12870 Staphylococcal protein	other	1617	333	87021	4.966573982238768	332	396	1	86625	0.996996996996997	0.9954493742889647	0.004550625711035267	72625.0	4.861086145398387
2421	FEOBHI_06820 Phosphate transport regulator YkaA, distantly related to PhoU, UPF0111/DUF47 family	other	1554	363	86991	3.8199316835403447	359	108	4	86883	0.9889807162534435	0.9987584922578198	0.0012415077421802255	72201.38194444444	4.858545510105689
1963	FEOBHI_06620 Hemolysin-related protein, contains CBS domains, UPF0053 family	other	1506	270	87084	4.602974224090577	267	108	3	86976	0.9888888888888889	0.9987598181066556	0.0012401818933443572	71674.66666666667	4.8553656818743445
1481	FEOBHI_03775 50S ribosomal protein L11 methyltransferase	core	1752	363	86991	5.58890374660492	361	219	2	86772	0.9944903581267218	0.9974824981894679	0.002517501810532124	71517.56164383562	4.854412698983061
5479	HAALNJ_02435 Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	other	1587	297	87057	5.472153825759886	296	359	1	86698	0.9966329966329966	0.9958762649758205	0.00412373502417956	71483.58774373258	4.854206341514128
2262	FEOBHI_03510 GTP pyrophosphokinase	other	1659	285	87069	4.058023376464844	283	173	2	86896	0.9929824561403509	0.9980130700938337	0.001986929906166374	71073.89595375722	4.851710122180066
602	FEOBHI_03640 Biotin carboxyl carrier protein	other	1635	324	87030	5.073875789642336	321	131	3	86899	0.9907407407407407	0.9984947719177295	0.0015052280822704814	70978.57251908397	4.851127260814352
5572	ILLGAM_02000 Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain	resistance	1587	252	87102	5.5180215263366685	251	308	1	86794	0.996031746031746	0.9964639158687516	0.0035360841312484215	70731.47402597402	4.849612708763576
2613	FEOBHI_11585 Stage V sporulation protein SpoVB/SpoIIIF, required for spore cortex synthesis	other	1644	309	87045	5.021642417907709	305	94	4	86951	0.9870550161812298	0.9989200987994715	0.0010799012005284622	70532.06117021276	4.8483865754902835
4744	JAMKPL_03580 Sirohydrochlorin ferrochelatase	other	1644	288	87066	5.676023654937743	287	353	1	86713	0.9965277777777778	0.9959456044839547	0.004054395516045299	70500.37110481586	4.848191403067279
3322	MDBBCG_05075 Endonuclease	other	1704	264	87090	5.510618472099305	262	162	2	86928	0.9924242424242424	0.9981398553220806	0.0018601446779193938	70293.62962962964	4.846915968802779
1600	FEOBHI_09435 ketol-acid reductoisomerase	other	1794	393	86961	4.169749050140379	390	161	3	86800	0.9923664122137404	0.9981485953473396	0.001851404652660388	70086.95652173914	4.845637201451479
2749	ELEGCC_04265 DUF1798 domain-containing protein	other	1650	342	87012	5.079672074317932	341	422	1	86590	0.9970760233918129	0.995150094239875	0.00484990576012504	69969.64454976303	4.844909667674202
4159	JABGIB_04055 DUF1643 domain-containing protein	other	1779	297	87057	4.805740041732788	294	122	3	86935	0.98989898989899	0.9985986192954042	0.0014013807045958396	69833.03278688525	4.844060903476043
3937	GFNPHG_05330 PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC	resistance	1596	264	87090	4.65620150566101	260	81	4	87009	0.9848484848484849	0.9990699276610403	0.0009300723389596969	69822.03703703704	4.843992515074543
418	FEOBHI_05020 large conductance mechanosensitive channel protein MscL	other	1611	324	87030	4.754946041107182	322	201	2	86829	0.9938271604938271	0.9976904515684247	0.0023095484315753187	69549.59701492537	4.842294617941275
2186	FEOBHI_06060 excinuclease ABC subunit UvrC	other	1623	288	87066	4.860800266265869	284	89	4	86977	0.9861111111111112	0.9989777869662095	0.0010222130337904577	69386.14606741573	4.841272766029889
2335	FEOBHI_05475 PolC-type DNA polymerase III	core	1641	288	87066	5.006164550781249	284	89	4	86977	0.9861111111111112	0.9989777869662095	0.0010222130337904577	69386.14606741573	4.841272766029889
2574	FEOBHI_01945 ABC-type proline/glycine betaine transport system, ATPase component	other	1563	279	87075	4.218315286636351	277	174	2	86901	0.992831541218638	0.9980017226528854	0.0019982773471145564	69171.19827586207	4.8399252991727835
1108	FEOBHI_08100 adaptor protein MecA	resistance	1635	300	87054	5.1038982200622565	297	126	3	86928	0.99	0.9985526225101661	0.0014473774898338962	68300.57142857143	4.834424337169633
4345	HODOOL_06645 DUF1542 domain-containing protein	other	1872	345	87009	5.0924115514755215	343	218	2	86791	0.9942028985507246	0.9974945120619706	0.002505487938029399	68278.24082568807	4.834282323082145
2497	FEOBHI_11640 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	core	1680	357	86997	4.594674048423778	355	226	2	86771	0.9943977591036415	0.9974022092715841	0.002597790728415922	68149.78982300885	4.833464520789207
4685	PODMID_02240 Phage protein	phage	1590	321	87033	5.677566194534301	320	408	1	86625	0.9968847352024922	0.9953121229878322	0.004687877012167798	67941.17647058824	4.8321330628498895
5003	OJEMIL_07820 Lipoprotein	other	1665	333	87021	4.8522192573547365	330	141	3	86880	0.990990990990991	0.9983797014513738	0.0016202985486261936	67778.72340425532	4.831093384747617
2746	ELEGCC_10465 RNase III domain-containing protein	other	1611	300	87054	5.375488090515137	298	191	2	86863	0.9933333333333333	0.9978059595193788	0.0021940404806212238	67762.23560209424	4.830987725741142
2199	FEOBHI_01985 Serine transporter YbeC, amino acid:H+ symporter family	other	1608	309	87045	5.6184819316864045	308	394	1	86651	0.9967637540453075	0.9954736056062956	0.0045263943937044054	67737.32994923858	4.830828073749918
642	FEOBHI_12720 multidrug efflux transporter SepA	resistance	1878	378	86976	4.139444689750672	374	120	4	86856	0.9894179894179894	0.9986203090507726	0.0013796909492273732	67675.3	4.830430189644698
5462	IAPGFA_05095 AraC family transcriptional regulator	other	1620	339	87015	5.675313267707825	338	433	1	86582	0.9970501474926253	0.9950238464632535	0.004976153536746538	67585.94919168591	4.829856417498121
610	FEOBHI_04055 transcriptional regulator ArgR	other	1686	327	87027	3.6374424219131476	324	139	3	86888	0.9908256880733946	0.9984027945350293	0.0015972054649706414	67510.10071942446	4.829368755920351
3356	MDBBCG_03285 Type II restriction-modification system restriction subunit	other	1914	357	86997	4.991725540161128	354	152	3	86845	0.9915966386554622	0.9982528133154017	0.0017471866845983194	67419.1447368421	4.828783238863891
907	FEOBHI_05840 Cell division septum initiation protein DivIVA, interacts with FtsZ and MinD	core	1611	303	87051	4.882200241088867	300	129	3	86922	0.9900990099009901	0.9985181100734053	0.0014818899265947548	67381.3953488372	4.828540000204404
1475	FEOBHI_05285 tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	core	1605	273	87081	4.646973590850831	269	87	4	86994	0.9853479853479854	0.9990009301684638	0.000999069831536156	67245.36206896552	4.827662336298014
1365	FEOBHI_06770 DNA-binding transcriptional regulator, LysR family	other	1710	273	87081	4.663311314582825	269	87	4	86994	0.9853479853479854	0.9990009301684638	0.000999069831536156	67245.36206896552	4.827662336298014
2555	FEOBHI_02460 sodium/glutamate symporter	other	1617	312	87042	5.167566699981688	311	401	1	86641	0.9967948717948718	0.9953930286528343	0.004606971347165736	67195.38902743142	4.827339472627516
2329	FEOBHI_02200 nitrate reductase subunit alpha	other	1641	300	87054	5.2095167160033995	298	193	2	86861	0.9933333333333333	0.9977829852735084	0.0022170147264916028	67058.49222797928	4.8264537843384
2180	FEOBHI_03530 aspartate--tRNA ligase	core	1665	330	87024	3.940819749832153	323	60	7	86964	0.9787878787878788	0.9993105350248207	0.0006894649751792609	66879.45714285714	4.825292739299106
5536	NHPIGN_04425 von Willebrand factor binding protein Vwb	other	1725	297	87057	5.566298561096191	296	384	1	86673	0.9966329966329966	0.9955890967986492	0.0044109032013508395	66810.4375	4.824844315687449
1246	FEOBHI_02780 formate dehydrogenase accessory sulfurtransferase FdhD	iron_fes	1662	336	87018	5.268245863914489	332	108	4	86910	0.9880952380952381	0.9987588774736261	0.0012411225263738537	66791.94444444444	4.824724086812548
3930	GFNPHG_05120 Putative long chain fatty acid-CoA ligase VraA	other	1737	339	87015	4.84378852844238	334	87	5	86928	0.9852507374631269	0.9990001723840717	0.0009998276159282882	66744.71724137932	4.824416897546572
2370	FEOBHI_12205 YlbF/YmcA family competence regulator	other	1686	369	86985	5.705422806739807	368	479	1	86506	0.997289972899729	0.9944933034431224	0.005506696556877622	66459.72442588727	4.822558536151771
4694	PODMID_02200 DUF1617 domain-containing protein	other	1695	354	87000	5.554295701980588	353	460	1	86540	0.9971751412429378	0.9947126436781609	0.0052873563218390806	66410.04347826086	4.822233764568954
3915	GFNPHG_10110 restriction endonuclease subunit S	other	1611	303	87051	4.855775356292727	299	98	4	86953	0.9867986798679867	0.9988742231565404	0.0011257768434595812	66323.8443877551	4.821669691667658
3897	GFNPHG_05335 mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ	resistance	1683	312	87042	4.812789707183841	309	135	3	86907	0.9903846153846154	0.9984490246088096	0.0015509753911904598	66306.82222222222	4.821558214694941
201	FEOBHI_09430 ACT domain-containing protein	other	1788	315	87039	4.628038692474362	311	102	4	86937	0.9873015873015873	0.9988281115362079	0.001171888463792093	66268.1544117647	4.821304875526245
2428	FEOBHI_03605 tRNA 5-hydroxyU34 O-methylase TrmR/YrrM	core	1725	291	87063	4.185712852478024	288	126	3	86937	0.9896907216494846	0.9985527721305262	0.0014472278694738292	66237.71428571429	4.821105337511293
1941	FEOBHI_04805 Serine transporter YbeC, amino acid:H+ symporter family	other	1734	357	86997	5.608493361473095	356	466	1	86531	0.9971988795518207	0.9946434934537972	0.005356506546202742	66105.22746781116	4.820235803973667
2577	FEOBHI_04675 Lipopolysaccharide biosynthesis regulator YciM/LapB, contains six TPR domains and a C-terminal metal-binding domain	resistance	1770	312	87042	5.1530380725860585	307	81	5	86961	0.9839743589743589	0.9990694147652858	0.0009305852347142758	65918.58518518519	4.819007877498815
5286	PCLKBG_02200 Transcriptional regulator	other	1638	291	87063	5.405042586326591	290	382	1	86681	0.9965635738831615	0.9956123726496905	0.004387627350309546	65804.94764397906	4.818258547925484
3882	GFNPHG_05090 Transmembrane component of energizing module of ECF transporter	other	1689	336	87018	4.740007038116452	330	73	6	86945	0.9821428571428571	0.9991610931071733	0.0008389068928267714	65506.50684931507	4.816284441188696
1652	FEOBHI_11955 Phosphotransferase system, fructose-specific IIC component	other	1740	315	87039	4.48379545688629	312	138	3	86901	0.9904761904761905	0.9984145038431048	0.0015854961568951848	65490.608695652176	4.81617902695246
2425	FEOBHI_01950 ABC-type proline/glycine betaine transport system, permease component	resistance	1629	285	87069	4.541321296691895	282	125	3	86944	0.9894736842105263	0.9985643570042151	0.001435642995784952	65381.888	4.815457457329439
5332	PCLKBG_00560 3-methyladenine DNA glycosylase Tag	other	1710	324	87030	5.315050616264345	319	85	5	86945	0.9845679012345679	0.9990233252901298	0.0009766747098701597	65259.89411764706	4.814646364821778
5463	IAPGFA_06965 Peptidase-M78 domain-containing protein	other	1632	306	87048	5.575568432807924	305	405	1	86643	0.9967320261437909	0.9953473945409429	0.004652605459057072	65249.666666666664	4.814578297386609
1889	FEOBHI_02870 lipid II:glycine glycyltransferase	other	1596	270	87084	3.588490462303161	266	89	4	86995	0.9851851851851852	0.9989779982545588	0.0010220017454411832	65001.88202247191	4.812925931106574
5340	PCLKBG_01910 ATP-binding cassette domain-containing protein	other	1506	285	87069	5.291513657569885	282	126	3	86943	0.9894736842105263	0.9985528718602488	0.0014471281397512319	64862.23809523809	4.8119919300853695
4974	OJEMIL_07490 hypothetical protein	other	1641	297	87057	4.872379302978514	294	132	3	86925	0.98989898989899	0.9984837520245357	0.0015162479754643509	64535.22727272727	4.809796843841941
2196	FEOBHI_03745 translation elongation factor 4	other	1584	321	87033	4.005459589958191	318	143	3	86890	0.9906542056074766	0.9983569450668137	0.0016430549331862628	64407.97202797203	4.808939625022599
2469	FEOBHI_13110 ABC-type metal ion transport system, periplasmic component/surface antigen	other	1641	294	87060	4.977566719055174	292	198	2	86862	0.9931972789115646	0.9977257064093729	0.0022742935906271537	64049.757575757576	4.806517490306934
4901	GGOKJO_00330 Plasmodium variant antigen protein Cir/Yir/Bir	other	1575	255	87099	4.941578788757324	254	345	1	86754	0.996078431372549	0.9960389901146971	0.003961009885302931	63871.06086956522	4.80530412965371
2621	FEOBHI_04120 Glycosidase/amylase (phosphorylase)	other	1641	333	87021	4.742825317382809	329	112	4	86909	0.987987987987988	0.9987129543443537	0.0012870456556463383	63823.796875	4.804982636786537
1019	FEOBHI_03865 tRNA A22 N1-methylase	core	1704	312	87042	4.6814972066879275	308	105	4	86937	0.9871794871794872	0.9987936858068519	0.0012063141931481353	63753.8	4.804506075691831
2213	FEOBHI_09540 cell-wall-anchored protein SasF	other	1590	309	87045	4.481529364585874	305	104	4	86941	0.9870550161812298	0.9988052156930324	0.0011947843069676604	63742.800480769234	4.804431139881789
2643	FEOBHI_03580 ATPase/5’-3’ helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V)	other	1725	330	87024	3.5801648139953612	325	89	5	86935	0.9848484848484849	0.9989772936201508	0.001022706379849237	63491.85393258427	4.802718008456239
1831	FEOBHI_08280 argininosuccinate synthase	other	1590	306	87048	5.196021299362182	304	208	2	86840	0.9934640522875817	0.997610513739546	0.0023894862604540022	63460.0	4.802500067764393
5077	EFLOIL_02210 Pathogenicity island protein	other	1737	312	87042	4.89495687484741	310	213	2	86829	0.9935897435897436	0.9975529054938995	0.002447094506100503	63185.42253521127	4.800616894061468
3650	GLIPDI_13010 Ltp family lipoprotein	other	1692	306	87048	4.956143751144409	305	420	1	86628	0.9967320261437909	0.9951750758202371	0.00482492417976289	62908.42857142857	4.798708836809851
752	FEOBHI_03970 Shikimate kinase	other	1572	288	87066	5.138204269409167	286	198	2	86868	0.9930555555555556	0.9977258631383089	0.0022741368616911307	62738.0	4.797530669879603
4766	BDLHBJ_13100 ISL3 family ISSau8 transposase	other	1695	378	86976	5.044782762527465	377	520	1	86456	0.9973544973544973	0.9940213392200147	0.005978660779985283	62680.6	4.79713314503079
3681	GLIPDI_06345 HTH-type transcriptional regulator GltR	other	1722	321	87033	5.385167555809016	320	443	1	86590	0.9968847352024922	0.9949099766755138	0.005090023324486114	62548.081264108354	4.796213991740214
2215	FEOBHI_09390 ABC-F type ribosomal protection protein	core	1749	375	86979	3.837211875915527	372	173	3	86806	0.992	0.9980110141528414	0.0019889858471585095	62219.329479768785	4.793925326528301
5402	FEFLGH_12720 IS3 family transposase ORF A	other	1608	294	87060	5.19438596248627	293	409	1	86651	0.9965986394557823	0.9953020905122903	0.004697909487709625	62075.166259168705	4.792917891421815
5222	PKBJDI_08570 MAP domain-containing protein	other	1770	312	87042	5.893918743133542	311	435	1	86607	0.9967948717948718	0.9950024126283863	0.004997587371613704	61919.027586206896	4.791824127305641
2403	FEOBHI_07565 transcription termination/antitermination protein NusG	resistance	1752	330	87024	5.472794604301453	329	460	1	86564	0.996969696969697	0.994714101856959	0.005285898143041	61912.078260869566	4.791775382628292
5436	JNPAEA_02890 ComE operon protein 1	other	1677	354	87000	5.121491661071778	352	247	2	86753	0.9943502824858758	0.9971609195402299	0.002839080459770115	61815.9028340081	4.791100216587055
254	FEOBHI_05460 DUF448 domain-containing protein	other	1704	351	87003	3.769666335582733	345	81	6	86922	0.9829059829059829	0.9990689976207717	0.0009310023792283025	61703.88888888889	4.790312536314633
4997	OJEMIL_06645 Acyl-CoA hydrolase	other	1698	333	87021	4.666351552009581	329	116	4	86905	0.987987987987988	0.9986669884280805	0.0013330115719194218	61620.1400862069	4.789722681299933
1308	FEOBHI_12925 Lysophospholipase, alpha-beta hydrolase superfamily	other	1746	321	87033	5.26000063419342	319	225	2	86808	0.9937694704049844	0.9974147737065251	0.002585226293474889	61537.22666666667	4.789137919755063
1356	FEOBHI_10660 oxidoreductase	other	1698	270	87084	4.0104499149322494	267	126	3	86958	0.9888888888888889	0.9985531211244316	0.0014468788755684168	61422.71428571428	4.788329004117176
4713	PODMID_02210 Phage tail protein	phage	1863	384	86970	5.744988784790036	383	539	1	86431	0.9973958333333334	0.9938024606186041	0.006197539381395884	61415.71985157699	4.788279546564668
497	FEOBHI_03090 30S ribosomal protein S9	core	1764	312	87042	3.845933227539062	307	87	5	86955	0.9839743589743589	0.9990004825256773	0.0009995174743227407	61368.24137931035	4.787943677949002
2415	FEOBHI_12160 6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	other	1608	333	87021	3.8828428912162782	326	66	7	86955	0.978978978978979	0.9992415623814941	0.0007584376185058779	61357.857142857145	4.787870183938266
1924	FEOBHI_11130 putative transcriptional regulator containing CBS domains	other	1758	327	87027	4.788856983184815	324	153	3	86874	0.9908256880733946	0.9982419249198524	0.0017580750801475405	61322.82352941176	4.787622143165576
3871	GFNPHG_11695 Permease	resistance	1632	291	87063	5.393710350990301	290	410	1	86653	0.9965635738831615	0.9952907664564741	0.004709233543525953	61291.14634146341	4.787397744130968
5244	CKPJDJ_01205 TIGR01741 family protein	other	1563	303	87051	4.893756895065306	302	429	1	86622	0.9966996699669967	0.9950718544301617	0.004928145569838371	60978.657342657345	4.785177857630305
3850	GFNPHG_05295 MPN domain-containing protein	other	1638	312	87042	4.670247616767878	308	110	4	86932	0.9871794871794872	0.9987362422738448	0.0012637577261551895	60852.4	4.7842777113450845
1827	FEOBHI_11160 Acetate kinase	other	1566	246	87108	3.6634117126464845	242	87	4	87021	0.983739837398374	0.9990012398401984	0.0009987601598016255	60514.60344827586	4.781860191705172
1042	FEOBHI_02725 Urease accessory protein UreF	other	1563	222	87132	4.694594287872314	219	105	3	87027	0.9864864864864865	0.998794931827572	0.0012050681724280403	60504.485714285714	4.78178757380527
4124	JABGIB_13205 hypothetical protein	other	1623	303	87051	4.759821624755858	300	144	3	86907	0.9900990099009901	0.9983457972912431	0.0016542027087569355	60352.083333333336	4.780692266389526
