gene_idx	gene_name	category	n_train_flipped	cutoff_99th
954	FEOBHI_02245 DUF2268 domain-containing protein	other	1590	5.462654571533197
955	FEOBHI_02430 ABC transporter permease	resistance	1698	4.724928216934204
956	FEOBHI_09755 pyroglutamyl-peptidase I	other	1590	7.391930408477782
957	FEOBHI_04455 Major tail protein	phage	1659	8.317545185089127
958	FEOBHI_04845 phosphate signaling complex protein PhoU	other	1488	5.587048230171188
959	FEOBHI_05680 thiamine diphosphokinase	other	1608	3.847404723167423
960	FEOBHI_06395 Putative translation regulator, IMPACT (imprinted ancient) protein family	other	1647	5.528854722976684
961	FEOBHI_07225 DUF443 domain-containing protein	other	1611	7.221971464157109
962	FEOBHI_07260 DUF443 domain-containing protein	other	1641	7.384649944305417
963	FEOBHI_07930 ABC-type lipoprotein export system, ATPase component	other	1725	8.833493919372557
964	FEOBHI_08200 YrdC-like domain-containing protein	other	1626	10.674328327178955
965	FEOBHI_10155 Thiamine-phosphate synthase	other	1809	4.941571884155274
966	FEOBHI_12650 DUF1829 domain-containing protein	other	1713	7.838009166717507
967	FEOBHI_12795 Peptidase-M78 domain-containing protein	other	1764	6.4018565559387035
968	FEOBHI_01125 Phosphopantetheinyl transferase	other	1554	4.916861028671265
969	FEOBHI_05685 ribulose-phosphate 3-epimerase	other	1659	3.4569478321075446
970	FEOBHI_06775 DUF402 domain-containing protein	other	1698	5.603530712127685
971	FEOBHI_06960 Mn-dependent transcriptional regulator MntR, DtxR family	other	1728	4.829185252189636
972	FEOBHI_09010 Phage tail protein	phage	1605	6.701557121276856
973	FEOBHI_11750 tRNA (guanosine(46)-N7)-methyltransferase TrmB	core	1662	4.663581666946407
974	FEOBHI_02420 Multidrug resistance efflux pump EmrA	resistance	1599	5.211586961746216
975	FEOBHI_02470 DUF805 domain-containing protein	other	1647	6.362037601470947
976	FEOBHI_03030 adenylate kinase	other	1650	3.3926100587844847
977	FEOBHI_07385 Phosphoglycolate phosphatase, HAD superfamily	other	1683	6.405297203063966
978	FEOBHI_10145 HD superfamily phosphodieaserase, includes HD domain of RNase Y	other	1740	7.33154013633728
979	FEOBHI_06355 5'-deoxynucleotidase YfbR and related HD superfamily hydrolases	other	1653	5.233752288818359
980	FEOBHI_00655 DUF5079 domain-containing protein	other	1611	5.9439474582672265
981	FEOBHI_02230 nitrate respiration regulation response regulator NreC	other	1605	5.101389179229737
982	FEOBHI_02500 N-hydroxylaminopurine reductase YiiM, contains MOSC domain	other	1677	5.460843887329102
983	FEOBHI_02955 30S ribosomal protein S3	core	1524	3.5358032393455505
984	FEOBHI_02005 putative cysteine peptidase, C39 family	other	1572	5.477788691520691
985	FEOBHI_07345 uracil-DNA glycosylase	other	1662	5.054218626022326
986	FEOBHI_00675 ABC-type multidrug transport system, ATPase component	other	1584	6.062790846824647
987	FEOBHI_02020 Cell wall-binding protein	other	1689	5.898571109771727
988	FEOBHI_04610 (d)CMP kinase	other	1644	3.8758497047424307
989	FEOBHI_04730 endonuclease III	other	1629	3.9097561740875246
990	FEOBHI_11005 ABC-type methionine transport system, permease component	resistance	1758	5.894299988746644
991	FEOBHI_13230 response regulator transcription factor ArlR	other	1563	4.805280628204343
992	FEOBHI_00110 GNAT family acetyltransferase	other	1665	6.609252796173088
993	FEOBHI_01350 deoxyribose-phosphate aldolase	other	1674	6.9032501459121685
994	FEOBHI_01915 ABC superfamily ATP binding cassette transporter, ABC protein	other	1722	5.809467816352843
995	FEOBHI_02925 50S ribosomal protein L3 RplC	core	1662	3.9985880517959593
996	FEOBHI_09410 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	core	1839	3.504327130317687
997	FEOBHI_09630 Capsular polysaccharide biosynthesis protein CapA	other	1632	7.69816821098328
998	FEOBHI_02385 Putative hemin import ATP-binding protein HrtA	other	1578	4.249851980209351
999	FEOBHI_07410 bacillithiol biosynthesis deacetylase BshB2	other	1566	3.438414967060089
1000	FEOBHI_10415 DUF2867 domain-containing protein	other	1479	4.949140644073486
1001	FEOBHI_10535 nisin susceptibility-associated two-component system response regulator NsaR	other	1635	6.042924280166628
1002	FEOBHI_00435 Putative N-acetylmannosamine-6-phosphate 2-epimerase	other	1710	3.5211121487617523
1003	FEOBHI_03380 Uroporphyrinogen-III synthase	other	1572	4.440449838638302
1004	FEOBHI_03575 Tetratricopeptide (TPR) repeat	other	1743	6.787723522186275
1005	FEOBHI_05860 Pyridoxal 5'-phosphate homeostasis protein YggS, UPF0001 family	other	1737	6.564304122924801
1006	FEOBHI_06570 7-cyano-7-deazaguanine synthase QueC	other	1545	4.909672718048096
1007	FEOBHI_01580 Putative NAD(P)H nitroreductase SAS2409	other	1710	7.066076083183308
1008	FEOBHI_02790 molybdate ABC transporter permease subunit	resistance	1710	3.5677464628219604
1009	FEOBHI_07755 phosphoribosylformylglycinamidine synthase I	other	1779	5.63457184791565
1010	FEOBHI_10350 DUF2750 domain-containing protein	other	1755	6.338313455581666
1011	FEOBHI_00765 iron-sulfur cluster repair di-iron protein ScdA	iron_fes	1563	6.976586408615097
1012	FEOBHI_02375 DNA-binding heme response regulator HssR	other	1659	6.876027603149415
1013	FEOBHI_10970 Membrane-associated phospholipid phosphatase	other	1665	3.5973072147369383
1014	FEOBHI_12325 IS6 family IS257R1 transposase	other	1632	7.446334271430975
1015	FEOBHI_00480 ABC-type lipoprotein export system, ATPase component	other	1734	7.0248418951034575
1016	FEOBHI_00600 type VII secretion system chaperone protein	other	1824	6.893135652542115
1017	FEOBHI_02215 respiratory nitrate reductase subunit gamma	other	1695	3.874333243370053
1018	FEOBHI_03720 ComE operon protein 1	other	1596	6.201065993309021
1019	FEOBHI_03865 tRNA A22 N1-methylase	core	1704	4.6814972066879275
1020	FEOBHI_10865 superantigen-like protein SSL11	other	1743	7.731417303085326
1021	FEOBHI_00050 superantigen-like protein SSL1	other	1614	6.5411269760131825
1022	FEOBHI_01670 DNA-binding transcriptional regulator, GntR family	other	1512	5.519166326522829
1023	FEOBHI_07600 serine O-acetyltransferase	other	1683	5.728780965805059
1024	FEOBHI_08900 phenol-soluble modulin export ABC transporter permease subunit PmtB	resistance	1590	8.107155256271337
1025	FEOBHI_11960 L-serine ammonia-lyase, iron-sulfur-dependent subunit beta	iron_fes	1740	3.0729513168334956
1026	FEOBHI_00005 superantigen-like protein SSL10	other	1584	7.002076134681704
1027	FEOBHI_00540 DUF5079 domain-containing protein	other	1671	8.495289230346673
1028	FEOBHI_06135 iron-regulated surface determinant protein C	resistance	1710	7.390371160507206
1029	FEOBHI_06720 DUF1014 domain-containing protein	other	1674	6.239268946647643
1030	FEOBHI_07470 Phosphoglycolate phosphatase, HAD superfamily	other	1671	4.890466499328613
1031	FEOBHI_01275 type 8 capsular polysaccharide synthesis protein Cap8B	other	1650	5.953705401420592
1032	FEOBHI_02045 dethiobiotin synthase	other	1752	5.466509604454041
1033	FEOBHI_02100 2,3-diphosphoglycerate-dependent phosphoglycerate mutase	other	1653	2.4067765712738036
1034	FEOBHI_02505 ribose 5-phosphate isomerase A	other	1704	3.799170126914981
1035	FEOBHI_03420 DNA repair protein RadC	other	1548	9.346597747802734
1036	FEOBHI_04725 DNA replication protein DnaD	other	1569	3.671715650558471
1037	FEOBHI_05925 YjjG family noncanonical pyrimidine nucleotidase	other	1692	6.994651093482953
1038	FEOBHI_06600 response regulator transcription factor SaeR	other	1866	6.092261123657218
1039	FEOBHI_10590 Hydroxyacylglutathione hydrolase	other	1581	6.774507236480715
1040	FEOBHI_11420 Thermonuclease	resistance	1758	5.7366347932815565
1041	FEOBHI_12710 putative membrane channel-forming protein YqfA, hemolysin III family	other	1647	5.447835397720337
1042	FEOBHI_02725 Urease accessory protein UreF	other	1563	4.694594287872314
1043	FEOBHI_06755 Uncharacterized membrane-anchored protein	other	1440	8.998644342422423
1044	FEOBHI_10170 thiaminase II	other	1650	6.724121537208557
1045	FEOBHI_11140 metal-dependent hydrolase	other	1611	6.091021490097046
1046	FEOBHI_11915 Holin-like protein CidB	other	1617	5.126891269683834
1047	FEOBHI_12070 NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	iron_fes	1602	6.3970428419113174
1048	FEOBHI_12460 cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	other	1629	7.61770889282227
1049	FEOBHI_01395 Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	other	1701	6.990375518798828
1050	FEOBHI_02065 6-carboxyhexanoate--CoA ligase	other	1707	5.463021774291994
1051	FEOBHI_02625 putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	other	1671	5.808786487579345
1052	FEOBHI_05780 orotidine-5'-phosphate decarboxylase	other	1674	4.506649327278137
1053	FEOBHI_07555 50S ribosomal protein L1	core	1755	2.9629423046112064
1054	FEOBHI_08770 heptaprenylglyceryl phosphate synthase	other	1752	6.272164754867554
1055	FEOBHI_12430 Exported protein	other	1653	6.68828914642334
1056	FEOBHI_12605 ABC transporter	other	1650	7.449041357040405
1057	FEOBHI_00020 superantigen-like protein SSL7	other	1821	6.609772968292235
1058	FEOBHI_00025 superantigen-like protein SSL6	other	1677	6.482099399566652
1059	FEOBHI_00045 superantigen-like protein SSL2	other	1701	7.277233123779297
1060	FEOBHI_01625 ABC-type multidrug transport system, ATPase component	other	1635	6.453640956878663
1061	FEOBHI_01800 Uncharacterized oxidoreductase SAOUHSC_02778	other	1647	6.44206057548523
1062	FEOBHI_09930 putative branched-chain amino acid permease (azaleucine resistance)	resistance	1509	6.596729240417488
1063	FEOBHI_10095 Transcriptional regulatory protein KdpE	other	1512	7.8092321157455515
1064	FEOBHI_10175 lytic transglycosylase SceD	other	1674	4.883733386993407
1065	FEOBHI_11775 Pseudouridine synthase	other	1551	5.521431922912598
1066	FEOBHI_13105 ABC-type methionine transport system, permease component	resistance	1596	3.993158745765686
1067	FEOBHI_00010 superantigen-like protein SSL9	other	1668	7.10692431926727
1068	FEOBHI_00015 superantigen-like protein SSL8	other	1788	7.601751747131336
1069	FEOBHI_03805 Iron transporter	iron_fes	1680	4.205052180290222
1070	FEOBHI_04690 Zn-dependent membrane protease YugP	other	1656	5.907571244239808
1071	FEOBHI_12595 Lantibiotic ABC transporter protein	other	1611	6.752139186859136
1072	FEOBHI_00745 antiholin-like protein LrgB	other	1578	4.086077785491944
1073	FEOBHI_04875 Nickel import system ATP-binding protein NikE	other	1758	7.5545657444000325
1074	FEOBHI_08670 Membrane protein LiaF, inhibitor of the LiaRS two-component envelope stress sensory system	other	1530	4.6245164632797255
1075	FEOBHI_09970 response regulator YycF	other	1587	3.316408724784851
1076	FEOBHI_10800 lytic transglycosylase IsaA	other	1569	5.43607810974121
1077	FEOBHI_00030 superantigen-like protein SSL5	other	1758	6.591796226501468
1078	FEOBHI_00075 Endoribonuclease MazF	other	1632	6.920954236984255
1079	FEOBHI_00740 DNA-binding transcriptional regulator, GntR family	other	1554	5.588411216735841
1080	FEOBHI_03125 acetolactate decarboxylase	other	1668	4.362676448822021
1081	FEOBHI_03265 DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	other	1752	3.939749836921692
1082	FEOBHI_05395 NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	other	1740	3.7293850111961286
1083	FEOBHI_07765 phosphoribosylaminoimidazolesuccinocarboxamide synthase	other	1782	4.337564744949343
1084	FEOBHI_09465 HTH-type transcriptional regulator ArcR	other	1671	4.875985479354858
1085	FEOBHI_09675 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	other	1707	6.3038757610321055
1086	FEOBHI_10655 acetolactate decarboxylase	other	1590	6.888489470481871
1087	FEOBHI_10755 NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	other	1719	6.343343229293821
1088	FEOBHI_13240 queuosine precursor transporter	other	1713	4.732951660156247
1089	FEOBHI_01360 purine-nucleoside phosphorylase	other	1584	5.655249571800237
1090	FEOBHI_03415 Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase	other	1716	8.387664794921836
1091	FEOBHI_03795 Membrane-bound serine protease NfeD, ClpP class	other	1611	6.579115962982181
1092	FEOBHI_12585 serine protease SplA	other	1626	8.52171516418457
1093	FEOBHI_10385 purine-nucleoside phosphorylase	other	1689	4.496123466491696
1094	FEOBHI_00280 DUF3169 domain-containing protein	other	1713	6.70441875457763
1095	FEOBHI_05410 DNA-binding transcriptional regulator, GntR family	other	1644	6.27648134231567
1096	FEOBHI_06580 7-carboxy-7-deazaguanine synthase QueE	other	1545	5.14590419769287
1097	FEOBHI_09240 Endoribonuclease MazF	other	1698	8.406646184921264
1098	FEOBHI_12845 transaldolase	other	1599	4.769606342315674
1099	FEOBHI_00785 Ribitol-5-phosphate cytidylyltransferase 1	other	1713	4.875479793548584
1100	FEOBHI_03715 putative methyltransferase, contains TPR repeat	other	1668	5.916174640655508
1101	FEOBHI_05980 superantigen-like protein SSL12	other	1746	6.649409127235412
1102	FEOBHI_07130 DUF1129 domain-containing protein	other	1626	11.511558532714844
1103	FEOBHI_09350 Accessory gene regulator protein A	other	1692	5.771213893890367
1104	FEOBHI_11485 3-dehydroquinate dehydratase	other	1512	7.116500911712655
1105	FEOBHI_12565 serine protease SplE	other	1527	6.8904358863830595
1106	FEOBHI_01830 SDR family oxidoreductase	other	1707	6.447305326461793
1107	FEOBHI_07145 FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	other	1548	6.612223043441771
1108	FEOBHI_08100 adaptor protein MecA	resistance	1635	5.1038982200622565
1109	FEOBHI_09860 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	core	1686	4.891844844818116
1110	FEOBHI_12560 serine protease SplF	other	1719	7.0606728267669645
1111	FEOBHI_12575 serine protease SplC	other	1599	7.038694887161255
1112	FEOBHI_13040 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	other	1767	4.1870728206634515
1113	FEOBHI_01560 Peptide ABC transporter permease	resistance	1617	7.026351108551018
1114	FEOBHI_05505 UMP kinase	other	1650	3.6065341734886167
1115	FEOBHI_10695 Epoxyqueuosine reductase QueH	other	1692	6.133284163475036
1116	FEOBHI_12035 TIGR04141 family sporadically distributed protein	other	1806	7.098641133308411
1117	FEOBHI_12580 serine protease SplB	other	1710	7.436535568237308
1118	FEOBHI_13035 4-hydroxy-tetrahydrodipicolinate reductase	other	1722	3.97713681936264
1119	FEOBHI_01370 cell-wall-anchored protein SasD	other	1659	6.500960845947268
1120	FEOBHI_04195 two-component system response regulator SrrA	other	1656	3.487032115459442
1121	FEOBHI_04640 demethylmenaquinone methyltransferase	other	1731	3.7363410711288454
1122	FEOBHI_05970 superantigen-like protein SSL14	other	1725	6.33352840423584
1123	FEOBHI_05975 superantigen-like protein SSL13	other	1689	8.003617820739747
1124	FEOBHI_11670 tRNA1(Val) A37 N6-methylase TrmN6	core	1620	6.915700149536132
1125	FEOBHI_02120 ABC-type amino acid transport system, permease component	resistance	1614	2.9567510652542115
1126	FEOBHI_04900 tryptophan synthase subunit alpha	other	1620	7.071836390495299
1127	FEOBHI_10240 F0F1 ATP synthase subunit A	core	1737	3.552833824157713
1128	FEOBHI_11070 trehalose operon repressor	other	1770	4.652753872871398
1129	FEOBHI_11385 DUF5067 domain-containing protein	other	1686	8.660451030731206
1130	FEOBHI_12145 ABC-type polar amino acid transport system, ATPase component	other	1740	6.445513110160801
1131	FEOBHI_13120 staphylococcal enterotoxin type K	other	1554	7.583583011627198
1132	FEOBHI_13125 staphylococcal enterotoxin type Q	other	1584	5.968698849678043
1133	FEOBHI_02125 ABC-type polar amino acid transport system, ATPase component	other	1707	3.019146227836609
1134	FEOBHI_02180 Sirohydrochlorin ferrochelatase	other	1695	6.081444978713988
1135	FEOBHI_05155 ABC-type multidrug transport system, permease component	resistance	1557	10.075155754089364
1136	FEOBHI_05630 ribonuclease III	other	1482	4.327178664207459
1137	FEOBHI_08695 Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD	other	1695	3.4515962743759148
1138	FEOBHI_03630 5-oxoprolinase subunit PxpB	other	1701	6.676095962524414
1139	FEOBHI_05640 3-oxoacyl-[acyl-carrier-protein] reductase	other	1632	3.3166480135917666
1140	FEOBHI_06115 NPQTN specific sortase B	other	1692	6.663004689216606
1141	FEOBHI_12105 HTH-type transcriptional regulator YofA	other	1611	8.132908105850266
1142	FEOBHI_02620 CPBP family intramembrane metalloprotease SdpB	other	1605	4.797631473541265
1143	FEOBHI_04190 Pseudouridylate synthase RsuA, specific for 16S rRNA U516 and 23S rRNA U2605	core	1626	5.629963040351868
1144	FEOBHI_05595 tRNA (guanosine(37)-N1)-methyltransferase TrmD	core	1545	3.1436766242980934
1145	FEOBHI_09045 ATP-dependent protease ClpP, protease subunit	other	1635	8.50821828842164
1146	FEOBHI_12355 Bacitracin transport permease protein BCRB	resistance	1653	7.988651351928712
1147	FEOBHI_00755 response regulator transcription factor LytR	other	1653	4.349586715698242
1148	FEOBHI_01365 DNA-binding transcriptional regulator, GntR family	other	1611	6.158215856552129
1149	FEOBHI_02235 DNA-binding transcriptional regulator, MerR family	other	1641	6.629288196563719
1150	FEOBHI_03170 NAD-dependent protein deacylase	other	1758	5.866520743370058
1151	FEOBHI_06105 tRNA G18 (ribose-2'-O)-methylase SpoU	core	1623	6.0087739467620835
1152	FEOBHI_08890 phenol-soluble modulin export ABC transporter permease subunit PmtD	resistance	1743	5.21765504837036
1153	FEOBHI_12245 ABC-type multidrug transport system, ATPase component	other	1740	3.7832522058486924
1154	FEOBHI_01700 HTH-type transcriptional regulator SarU	other	1677	8.354802513122563
1155	FEOBHI_02700 Staphylococcal accessory regulator	other	1668	6.983612685203547
1156	FEOBHI_09310 Membrane-embedded CAAX protease MroQ	other	1692	7.277717604637117
1157	FEOBHI_11205 Glycerophosphoryl diester phosphodiesterase	other	1515	4.973285350799558
1158	FEOBHI_12410 DUF536 domain-containing protein	other	1665	7.572761116027829
1159	FEOBHI_13000 Glycerophosphoryl diester phosphodiesterase	other	1791	8.983337497711181
1160	FEOBHI_03835 DNA repair protein RecO	other	1686	4.2683055639267
1161	FEOBHI_07585 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	core	1668	4.769311165809627
1162	FEOBHI_01875 Metal-staphylopine import system ATP-binding protein CntF	other	1719	3.7950530004501344
1163	FEOBHI_01885 CPBP family intramembrane metalloprotease	other	1584	7.321487150192276
1164	FEOBHI_00255 Kynurenine formamidase	other	1782	6.479131336212159
1165	FEOBHI_01480 HTH-type transcriptional regulator SarS	other	1551	5.459290504455566
1166	FEOBHI_03650 5-oxoprolinase subunit PxpA	other	1647	5.940683841705321
1167	FEOBHI_03665 staphylococcal enterotoxin type 26	other	1725	5.656467399597167
1168	FEOBHI_03780 16S rRNA (uracil(1498)-N(3))-methyltransferase	core	1671	6.772035360336303
1169	FEOBHI_06955 M50 family peptidase	other	1866	7.764408373832691
1170	FEOBHI_07315 heme-dependent peroxidase	other	1734	3.2723164820671085
1171	FEOBHI_09200 Phage antirepressor protein YoqD, KilAC domain	phage	1698	8.30611281394958
1172	FEOBHI_00925 pyruvate formate-lyase-activating protein	other	1623	3.958844170570373
1173	FEOBHI_03175 Lactose phosphotransferase system repressor	other	1767	5.755159139633174
1174	FEOBHI_04145 Short-chain dehydrogenase	other	1650	6.521785521507263
1175	FEOBHI_04180 Segregation and condensation protein A	other	1644	4.3448408746719345
1176	FEOBHI_08960 Autolysin	phage	1632	7.375604057312021
1177	FEOBHI_10545 ABC-type lipoprotein export system, ATPase component	other	1581	6.5069094657898034
1178	FEOBHI_00945 Transcriptional regulatory protein HptR	other	1629	5.90552591323853
1179	FEOBHI_07400 glucosamine-6-phosphate deaminase	other	1518	6.640584087371822
1180	FEOBHI_08020 Enterochelin esterase or related enzyme	other	1680	5.955295271873476
1181	FEOBHI_08680 type I methionyl aminopeptidase	other	1734	3.6404555439949053
1182	FEOBHI_09670 Imidazole glycerol phosphate synthase subunit HisF	other	1674	6.062696981430053
1183	FEOBHI_09805 peptide resistance ABC transporter ATP-binding subunit VraD	other	1692	6.621718254089341
1184	FEOBHI_06410 DUF1212 domain-containing protein	other	1527	2.794241390228272
1185	FEOBHI_06460 ABC-type enterochelin transport system, ATPase component	other	1746	6.75486888885498
1186	FEOBHI_06830 ABC transporter ATP-binding protein VraF	other	1761	5.028124046325697
1187	FEOBHI_08515 Fe-S cluster assembly ATPase SufC	iron_fes	1578	3.866953482627869
1188	FEOBHI_10510 S-formylglutathione hydrolase FrmB	other	1620	6.069698987007136
1189	FEOBHI_11340 triose-phosphate isomerase	other	1698	3.5175461387634273
1190	FEOBHI_12600 ABC-2 family transporter protein	other	1593	6.550943927764886
1191	FEOBHI_01115 Acetylglutamate kinase	other	1710	6.927730736732484
1192	FEOBHI_01270 type 8 capsular polysaccharide synthesis protein Cap8C	other	1782	6.395783972740176
1193	FEOBHI_01420 L-serine kinase SbnI	other	1539	4.508967761993406
1194	FEOBHI_01665 DNA-binding transcriptional regulator, MerR family	other	1536	7.692010140419012
1195	FEOBHI_02860 Glyoxalase-like domain protein	other	1749	6.040083084106445
1196	FEOBHI_06950 N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	other	1587	3.9094779205322254
1197	FEOBHI_07320 DUF1212 domain-containing protein	other	1605	6.3413480949401855
1198	FEOBHI_01535 Uncharacterized lipoprotein SACOL0083	other	1755	7.5574965572357184
1199	FEOBHI_04885 Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	other	1632	7.312614336013799
1200	FEOBHI_05575 ribonuclease HII	other	1725	4.664019050598144
1201	FEOBHI_09620 Tyrosine-protein phosphatase YwqE	other	1614	5.496223587989806
1202	FEOBHI_09760 DUF1129 domain-containing protein	other	1668	7.8392593574523906
1203	FEOBHI_10815 Staphylococcal secretory antigen ssaA1	other	1653	7.114883708953861
1204	FEOBHI_12010 ABC transporter ATP-binding protein	other	1674	6.078099331855772
1205	FEOBHI_01540 Uncharacterized lipoprotein SAUSA300_0102	other	1743	6.43039941787719
1206	FEOBHI_01620 ABC transporter ATP-binding protein	other	1596	7.767895531654331
1207	FEOBHI_02775 N-acetyltransferase domain-containing protein	other	1662	6.341317362785336
1208	FEOBHI_05495 isoprenyl transferase	other	1632	3.7040729570388806
1209	FEOBHI_08035 enoyl-ACP reductase FabI	other	1587	3.557411456108093
1210	FEOBHI_10020 RNA polymerase sigma factor SigB	core	1662	6.397832002639769
1211	FEOBHI_10900 tandem-type lipoprotein Lpl5	other	1671	8.028604698181152
1212	FEOBHI_01005 Uncharacterized protein SAUSA300_0205	other	1695	6.334318752288814
1213	FEOBHI_01330 phosphonate ABC transporter ATP-binding protein	other	1704	6.477114481925965
1214	FEOBHI_03535 tRNA A37 threonylcarbamoyladenosine dehydratase	core	1557	5.754248180389405
1215	FEOBHI_04425 ATP-dependent Clp protease proteolytic subunit	other	1668	8.367122678756713
1216	FEOBHI_05520 GTP-sensing pleiotropic transcriptional regulator CodY	other	1656	5.402632164955141
1217	FEOBHI_01405 (S)-acetoin forming diacetyl reductase	other	1752	7.069377818107605
1218	FEOBHI_01755 Uncharacterized lipoprotein SA2275	other	1764	7.1897516965866055
1219	FEOBHI_01920 iron export ABC transporter permease subunit FetB	resistance	1596	6.160528421401972
1220	FEOBHI_02655 Beta- N-acetylglucosaminidase	other	1446	6.2671225309371925
1221	FEOBHI_04870 Nickel import system ATP-binding protein NikD	other	1695	6.120351428985594
1222	FEOBHI_05515 30S ribosomal protein S2	core	1713	4.971490688323975
1223	FEOBHI_10910 tandem-type lipoprotein Lpl7	other	1689	7.225113906860336
1224	FEOBHI_01430 staphyloferrin B biosynthesis citrate synthase SbnG	other	1641	5.587378692626952
1225	FEOBHI_08440 Acid sugar phosphatase	other	1701	3.0479371547698975
1226	FEOBHI_02785 molybdate ABC transporter substrate-binding protein	other	1635	6.357152204513569
1227	FEOBHI_04915 indole-3-glycerol phosphate synthase TrpC	other	1758	6.41457473278046
1228	FEOBHI_05490 Phosphatidate cytidylyltransferase	other	1590	3.705052449703216
1229	FEOBHI_11035 Uncharacterized membrane protein	other	1719	3.714618992805474
1230	FEOBHI_09325 Hydrolase in agr operon	other	1692	6.580166916847227
1231	FEOBHI_10920 tandem-type lipoprotein Lpl9	other	1587	7.015510606765735
1232	FEOBHI_09985 YycI protein, regulator of the WalKR two-component signal transduction system	other	1683	7.0765560436248816
1233	FEOBHI_00735 Phosphotransferase system IIA component	other	1644	6.489071516990661
1234	FEOBHI_03105 AsmA-2 domain-containing protein	other	1728	5.290831847190857
1235	FEOBHI_05865 peptidoglycan editing factor PgeF	other	1791	5.740443420410156
1236	FEOBHI_10160 hydroxyethylthiazole kinase	other	1698	5.910015363693237
1237	FEOBHI_10905 tandem-type lipoprotein Lpl6	other	1644	6.562605304718015
1238	FEOBHI_11755 Thiamine kinase or a related kinase	other	1746	3.3936848998069755
1239	FEOBHI_13200 Uncharacterized protein SACOL1445	other	1635	5.7455055522918705
1240	FEOBHI_01785 Uncharacterized protein SAV2481	other	1614	6.387321119308466
1241	FEOBHI_06945 teichoic acids export ABC transporter ATP-binding subunit TagH	other	1782	3.689937083721162
1242	FEOBHI_08820 Prephenate dehydratase	other	1620	6.2825462722778305
1243	FEOBHI_09795 Arylamine N-acetyltransferase	other	1626	6.450750231742859
1244	FEOBHI_12335 aminoglycoside O-phosphotransferase APH(3')-IIIa	other	1800	6.981982369422912
1245	FEOBHI_02630 Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family	other	1638	7.1303694581985155
1246	FEOBHI_02780 formate dehydrogenase accessory sulfurtransferase FdhD	iron_fes	1662	5.268245863914489
1247	FEOBHI_05355 2',3'- and 3',5'-cNMP phosphodiesterase YmdB, calcineurin family	other	1662	3.781735553741454
1248	FEOBHI_05830 Catechol-2,3-dioxygenase	other	1683	6.899583520889298
1249	FEOBHI_06810 putative autolysin SsaALP	phage	1548	4.723380694389343
1250	FEOBHI_00400 protein-ADP-ribose hydrolase	other	1689	6.82943168640136
1251	FEOBHI_01335 phosphonate ABC transporter, permease protein PhnE	resistance	1629	7.149699249267595
1252	FEOBHI_01570 Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	other	1668	4.1772298955917355
1253	FEOBHI_06040 glutamate racemase	other	1626	3.5641382932662964
1254	FEOBHI_09990 Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	other	1611	3.9111069917678867
1255	FEOBHI_10885 tandem-type lipoprotein Lpl2	other	1731	6.8678329467773445
1256	FEOBHI_02690 Staphylococcal secretory antigen ssaA2	other	1722	5.619901666641233
1257	FEOBHI_03080 tRNA pseudouridine(38-40) synthase TruA	core	1620	4.290423312187195
1258	FEOBHI_05100 Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	other	1716	4.5495577335357655
1259	FEOBHI_07870 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	other	1752	3.5187249207496643
1260	FEOBHI_07985 Tellurite resistance membrane protein TerC	other	1701	4.6098456382751465
1261	FEOBHI_10345 type II pantothenate kinase	other	1689	4.381344528198239
1262	FEOBHI_10880 tandem-type lipoprotein Lpl1	other	1569	6.857746620178215
1263	FEOBHI_10895 tandem-type lipoprotein Lpl4	other	1680	7.445243973731996
1264	FEOBHI_11535 dihydropteroate synthase	other	1599	4.786854276657104
1265	FEOBHI_11680 Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)	other	1671	5.1604780673980715
1266	FEOBHI_00125 oxygen-insensitive NADPH nitroreductase	other	1575	6.134255895614623
