gene_idx	gene_name	category	n_train_flipped	cutoff_99th
4284	GGNKBN_10960 TMhelix containing protein	other	1659	8.685005683898929
4285	GGNKBN_13605 DUF2977 domain-containing protein	other	1665	8.49137916564941
4286	GGNKBN_12435 HK97 gp10 family phage protein	phage	1614	8.807909431457519
4287	GGNKBN_09105 Single-stranded DNA-binding protein	other	1593	9.803846588134753
4288	GGNKBN_04770 Toxin	other	1740	7.9295249080657895
4289	GGNKBN_12485 Phage protein	phage	1551	8.758013725280762
4290	GGNKBN_12665 Terminase small subunit	phage	1707	8.675289344787599
4291	GGNKBN_11495 trimethoprim-resistant dihydrofolate reductase DfrG	other	1749	8.720914192199706
4292	GGNKBN_09115 Host-nuclease inhibitor Gam family protein	other	1713	8.179344024658203
4293	GGNKBN_12425 Phage tail protein	phage	1701	8.6830472946167
4294	GGNKBN_09110 Single-stranded DNA-binding protein	other	1605	9.437159156799318
4295	GGNKBN_12585 Phg-2220-C domain-containing protein	other	1578	8.592136020660401
4296	GGNKBN_04830 ATP-binding protein	other	1620	9.848223495483397
4297	GGNKBN_10330 exfoliative toxin A	other	1671	6.35503921508789
4298	GGNKBN_09440 penicillin-hydrolyzing class A beta-lactamase BlaZ	resistance	1662	7.979860873222341
4299	GGNKBN_11490 Insertion element protein	other	1764	8.153223600387557
4300	GGNKBN_04575 hypothetical protein	other	1650	6.006870799064636
4301	GGNKBN_10740 HTH cro/C1-type domain-containing protein	other	1665	6.345145511627196
4302	GGNKBN_04780 HTH cro/C1-type domain-containing protein	other	1599	9.725847969055174
4303	GGNKBN_10735 HTH cro/C1-type domain-containing protein	other	1611	6.242639541625998
4304	DMOFHF_02905 Sensor histidine kinase	other	1554	7.146143941879273
4305	DMOFHF_07785 DNA-binding transcriptional regulator, XRE-family HTH domain	other	1662	8.856923837661741
4306	DMOFHF_03610 Truncated amidase	other	1698	7.800704112052915
4307	DMOFHF_03315 Phage protein	phage	1629	8.196555366516115
4308	DMOFHF_03450 DUF1024 domain-containing protein	other	1668	7.296273827552791
4309	DMOFHF_12115 Lactococcin 972 family bacteriocin	other	1863	8.808640174865701
4310	DMOFHF_07490 Nonfunctional staphylococcal enterotoxin-like W	other	1698	6.921244711875907
4311	DMOFHF_12030 DUF262 domain-containing protein	other	1734	8.065113725662233
4312	HODOOL_08355 Lantibiotic	other	1755	6.629302492141724
4313	HODOOL_10240 GRAM-POS-ANCHORING domain-containing protein	other	1701	7.195111274719238
4314	HODOOL_11065 hypothetical protein	other	1734	5.692836647033694
4315	HODOOL_03740 LSM domain protein	other	1551	6.7030558586120605
4316	HODOOL_03750 DUF2283 domain-containing protein	other	1614	7.9888327455520605
4317	HODOOL_02705 Group-specific protein	other	1755	5.71624011039734
4318	HODOOL_06490 Lipoprotein	other	1611	6.402027130126954
4319	HODOOL_02850 Cytosolic protein	other	1602	6.6761318826675415
4320	HODOOL_06485 Phage protein	phage	1632	6.123350672721863
4321	HODOOL_06000 HELICc2 domain-containing protein	other	1644	5.666341133117675
4322	HODOOL_09810 Fibrinogen-binding protein	other	1695	6.683613471984852
4323	HODOOL_08670 RNase III domain-containing protein	other	1680	6.42766790866852
4324	HODOOL_02845 Cytosolic protein	other	1575	6.502858905792235
4325	HODOOL_03745 Ntox50 domain-containing protein	other	1734	6.245495238304142
4326	HODOOL_02195 TIGR01741 family protein	other	1674	7.113124337196345
4327	HODOOL_02215 TIGR01741 family protein	other	1749	6.090611572265625
4328	HODOOL_02220 TIGR01741 family protein	other	1635	7.073095521926885
4329	HODOOL_02230 TIGR01741 family protein	other	1752	5.503662700653077
4330	HODOOL_02720 hypothetical protein	other	1668	5.984224891662597
4331	HODOOL_06230 Helix-turn-helix family protein	other	1587	7.272308750152588
4332	HODOOL_05995 AbiTii domain-containing protein	other	1710	5.69614678859711
4333	HODOOL_02755 superantigen-like protein SSL1	other	1719	5.920170669555663
4334	HODOOL_02830 Tandem-type lipoprotein	other	1581	5.8011620521545435
4335	HODOOL_02825 tandem-type lipoprotein	other	1572	5.7173120021820045
4336	HODOOL_02835 Tandem-type lipoprotein	other	1647	6.606440162658683
4337	HODOOL_04810 2-isopropylmalate synthase	other	1602	8.929500541687013
4338	HODOOL_04740 Nickel ABC transporter	other	1683	5.125328350067141
4339	HODOOL_06920 Lipoprotein	other	1638	7.112223300933832
4340	HODOOL_02840 Lipase-3 domain-containing protein	other	1716	5.805442333221428
4341	HODOOL_02815 FKLRK protein	other	1596	5.2572571992874115
4342	HODOOL_05275 von Willebrand factor binding protein Vwb	other	1680	6.026486120223999
4343	HODOOL_02710 DUF262 domain-containing protein	other	1626	6.847509384155273
4344	HODOOL_06915 Lipoprotein	other	1602	7.326562709808353
4345	HODOOL_06645 DUF1542 domain-containing protein	other	1872	5.0924115514755215
4346	HODOOL_04815 Isopropylmalate/homocitrate/citramalate synthases	other	1728	7.580434379577637
4347	GFKDNP_03300 DUF1433 domain-containing protein	other	1581	5.911758995056154
4348	GFKDNP_01270 Transposase, IS1182 family	other	1656	4.632056260108948
4349	GFKDNP_03610 Phage protein	phage	1731	5.6582683563232425
4350	GFKDNP_11985 putative ATP-binding protein	other	1668	7.813535480499265
4351	JOHJGC_01525 DUF5305 domain-containing protein	other	1593	7.735055541992176
4352	JOHJGC_01570 Phage PVL protein	phage	1560	7.122990465164185
4353	JOHJGC_01515 Transcriptional regulator	other	1653	8.073552074432376
4354	JOHJGC_01510 Terminase small subunit	phage	1527	7.26606372833252
4355	JOHJGC_12575 Replication protein	other	1740	6.355989761352525
4356	JOHJGC_11715 type I restriction-modification system subunit M	resistance	1668	6.167573547363272
4357	JOHJGC_01485 DUF4355 domain-containing protein	other	1629	8.220816497802735
4358	JOHJGC_01505 PBSX family phage terminase large subunit	phage	1758	10.433185529708863
4359	FCNLJP_12325 Rep protein	other	1605	9.86952507019043
4360	FCNLJP_00165 hypothetical protein	other	1698	8.02604405403137
4361	FCNLJP_12320 Replication initiator protein	other	1833	8.760287933349614
4362	FCNLJP_12410 Mobilization protein	other	1818	8.878732566833495
4363	FCNLJP_12405 Mobilization protein	other	1611	9.024469757080086
4364	FCNLJP_07445 Exported protein	other	1578	9.31203353881836
4365	FCNLJP_12415 Truncated Pre protein	other	1743	8.667648048400876
4366	FCNLJP_06750 Ampicillin resistance protein	other	1662	7.831913790702816
4367	FCNLJP_06840 XRE family transcriptional regulator	other	1716	8.144522285461417
4368	FCNLJP_12355 Transposase	other	1791	8.817630481719963
4369	FCNLJP_06755 staphylococcal enterotoxin type B	other	1698	9.047874450683592
4370	FCNLJP_12350 Transposase	other	1656	7.715632414817811
4371	FCNLJP_12340 DUF4062 domain-containing protein	other	1764	6.066390833854675
4372	FCNLJP_00160 Lipase-3 domain-containing protein	other	1767	8.578509178161616
4373	FCNLJP_06835 HTH cro/C1-type domain-containing protein	other	1710	9.267941417694095
4374	FCNLJP_12380 Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	other	1536	8.726682949066175
4375	IPGIMP_11160 SAR1012 family small protein	other	1629	6.6162271881103525
4376	IPGIMP_12020 Lacal_2735 family protein	other	1653	5.451973361968995
4377	IPGIMP_10405 Doubtful CDS No database matches	other	1695	6.126799163818355
4378	IPGIMP_01670 Rrf2 family transcriptional regulator	other	1674	5.210881090164184
4379	IPGIMP_08925 Transcriptional activator rinB	other	1683	8.371445732116719
4380	IPGIMP_07965 Putative GMP reductase	other	1737	7.843651332855221
4381	IPGIMP_10310 FeoB-associated Cys-rich membrane protein	other	1737	4.875978984832749
4382	IPGIMP_12545 Transcriptional activator RinB	other	1689	4.242138729095457
4383	IPGIMP_12375 hypothetical protein	other	1686	5.032125449180604
4384	IPGIMP_09870 DUF3113 domain-containing protein	other	1569	8.47496242523193
4385	IPGIMP_08915 DUF1381 domain-containing protein	other	1674	9.663899126052856
4386	IPGIMP_12365 DNA-binding helix-turn-helix protein	other	1680	5.381033558845524
4387	IPGIMP_12010 Phage protein	phage	1581	6.785809135437014
4388	IPGIMP_08920 Phage protein	phage	1680	8.824761171340942
4389	IPGIMP_02390 Transposase	other	1620	7.88929507255554
4390	IPGIMP_09825 Phage protein	phage	1635	5.992945575714116
4391	IPGIMP_09950 Transposase	other	1665	5.80153526306151
4392	IPGIMP_12075 Ntox50 domain-containing protein	other	1659	6.371227865219118
4393	IPGIMP_07360 DUF3953 domain-containing protein	other	1635	6.327780990600587
4394	IPGIMP_12060 RadC domain-containing protein	other	1650	5.768847260475158
4395	IPGIMP_12080 Phage head morphogenesis protein	phage	1617	6.421426887512206
4396	IPGIMP_12065 DUF5305 domain-containing protein	other	1728	7.055656871795655
4397	IPGIMP_07430 Phage protein	phage	1551	5.3323376178741455
4398	IPGIMP_02170 Phage protein	phage	1590	3.8168953251838613
4399	IPGIMP_11065 DUF2482 domain-containing protein	other	1584	7.78180871963501
4400	IPGIMP_12480 Phage protein	phage	1611	4.851173686981203
4401	IPGIMP_05590 Ntox35 domain-containing protein	other	1638	6.3471663904190025
4402	IPGIMP_12025 RadC domain-containing protein	other	1686	6.273323750495928
4403	IPGIMP_12360 XRE family transcriptional regulator	other	1659	4.603158521652223
4404	IPGIMP_05585 DUF3068 domain-containing protein	other	1665	5.299902572631822
4405	IPGIMP_05100 Staphylococcal complement inhibitor	other	1632	5.501962890625002
4406	IPGIMP_10215 Acetyltransferase, GNAT family	other	1545	5.512981243133542
4407	IPGIMP_12470 DUF3168 domain-containing protein	other	1710	4.754927635192871
4408	IPGIMP_13040 Phage protein	phage	1641	4.537880229949951
4409	IPGIMP_01660 Carboxymuconolactone decarboxylase family protein	other	1599	5.832708187103272
4410	IPGIMP_09890 Phage protein	phage	1626	5.819408416748047
4411	IPGIMP_00645 UPF0403 protein SAR1592	other	1674	6.9859663629531825
4412	IPGIMP_06995 DUF5083 domain-containing protein	other	1680	7.023698601722719
4413	IPGIMP_12050 Phage capsid protein	phage	1773	6.380062065124509
4414	IPGIMP_10320 DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase)	other	1686	6.731294918060307
4415	IPGIMP_01195 Nicotinamidase-related amidase	other	1593	6.2995657730102534
4416	IPGIMP_10085 GRAM-POS-ANCHORING domain-containing protein	other	1686	6.404674530029298
4417	IPGIMP_01665 Type II-A CRISPR-associated protein Csn2	other	1728	6.161034965515137
4418	IPGIMP_02150 DUF4355 domain-containing protein	other	1698	7.579202280044555
4419	IPGIMP_06205 DUF443 domain-containing protein	other	1644	6.609461269378661
4420	IPGIMP_06200 DUF443 domain-containing protein	other	1722	6.566314978599542
4421	IPGIMP_05525 superantigen-like protein SSL6	other	1482	6.844869885444647
4422	IPGIMP_04435 Uncharacterized lipoprotein MW2408	other	1614	5.991888976097102
4423	IPGIMP_13035 IS21-like element helper ATPase IstB	other	1782	5.159363613128669
4424	IPGIMP_11030 Putative phage regulatory protein	phage	1674	8.15326133728027
4425	IPGIMP_12370 phage antirepressor KilAC domain-containing protein	phage	1641	4.6978221893310526
4426	IPGIMP_05455 Uncharacterized lipoprotein SAB0393	other	1692	4.696782259941094
4427	IPGIMP_01855 YycI protein, regulator of the WalKR two-component signal transduction system	other	1563	7.655579385757442
4428	IPGIMP_04860 Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family	other	1728	6.104536170959473
4429	IPGIMP_00780 DUF1672 domain-containing protein	other	1713	5.368745594024657
4430	IPGIMP_10385 Lactose phosphotransferase system repressor	other	1614	6.142537832260127
4431	IPGIMP_10580 extracellular matrix protein-binding adhesin Emp	other	1776	5.151937127113342
4432	IPGIMP_06870 YjiH family protein	other	1701	7.422796249389648
4433	IPGIMP_01685 SIR2 family protein	other	1650	5.667684712409973
4434	IPGIMP_13030 IS21 family transposase	other	1545	4.970513248443604
4435	IPGIMP_05430 Lipase-3 domain-containing protein	other	1740	5.6417098665237395
4436	IPGIMP_03515 DNA photolyase	other	1716	6.527166485786432
4437	IPGIMP_09310 ATP-dependent DNA helicase RecG	other	1656	6.977251577377322
4438	IPGIMP_05565 Transcriptional regulator	other	1644	5.882100300788879
4439	IPGIMP_10575 von Willebrand factor binding protein Vwb	other	1635	4.943007402420048
4440	IPGIMP_07435 Phage protein	phage	1659	5.583408679962159
4441	IPGIMP_05670 Transformation/transcription domain-associated protein-like	other	1656	5.851723051071167
4442	IPGIMP_01655 Transcriptional regulator (Lrp/AsnC family)	other	1659	5.302987184524538
4443	JICCIG_00380 Phage protein	phage	1566	6.623415875434874
4444	JICCIG_12680 Lipoprotein	other	1794	6.5573556089401235
4445	JICCIG_11680 BH4-AAA-HYDROXYL-2 domain-containing protein	other	1656	6.4688460111618085
4446	JICCIG_12430 Fur-regulated basic protein B	iron_fes	1758	6.890139789581301
4447	JICCIG_08150 hypothetical protein	other	1704	5.178272318840027
4448	JICCIG_12410 Phage protein	phage	1686	7.938521552085884
4449	JICCIG_12760 FmtB protein	other	1725	5.541880550384521
4450	JICCIG_10150 Doubtful CDS No database matches	other	1782	5.091266222000122
4451	JICCIG_12390 Phage protein	phage	1545	6.977453136444089
4452	JICCIG_08180 Transporter	other	1524	5.090105137825012
4453	JICCIG_07055 Nitrogen regulation protein NIFR3	other	1575	5.711795358657836
4454	JICCIG_00195 Aspartate kinase	other	1656	5.898726487159731
4455	JICCIG_08030 Phage protein	phage	1671	6.348958349227901
4456	JICCIG_10610 Integrase regulator RinB	phage	1665	8.287999191284175
4457	JICCIG_11725 Transcriptional repressor	other	1647	7.194533758163449
4458	JICCIG_00035 HTH-17 domain-containing protein	other	1527	8.6396958732605
4459	JICCIG_02110 Serine protease	other	1725	5.552736949920654
4460	JICCIG_10625 DUF5678 domain-containing protein	other	1665	8.877147026061994
4461	JICCIG_06110 hypothetical protein	other	1737	6.004166202545161
4462	JICCIG_06785 Amino acid amidohydrolase	other	1764	5.781856346130368
4463	JICCIG_10645 Phage protein	phage	1707	8.271310768127442
4464	JICCIG_12385 LSM domain protein	other	1692	6.61555250644683
4465	JICCIG_12425 Phage-Mu-F domain-containing protein	phage	1608	8.367613487243663
4466	JICCIG_03145 XRE family transcriptional regulator	other	1539	6.837641296386718
4467	JICCIG_09050 Beta-hemolysin	other	1614	6.63453357696532
4468	JICCIG_03385 hypothetical protein	other	1572	6.05276644706726
4469	JICCIG_12455 DNA primase	other	1644	7.08392457962036
4470	JICCIG_13060 HMA domain-containing protein	other	1674	5.35752381324768
4471	JICCIG_05230 Transcriptional regulator, AraC family	other	1665	8.327773780822739
4472	JICCIG_02015 Transposase	other	1656	5.944843411445618
4473	JICCIG_02090 Serine protease	other	1740	6.546492457389816
4474	JICCIG_05580 Membrane spanning protein	other	1638	5.32848305225371
4475	JICCIG_09415 DUF4332 domain-containing protein	other	1683	8.5102307701111
4476	JICCIG_06655 Transposase	other	1623	6.183871393203734
4477	JICCIG_03130 Phage protein	phage	1683	5.797550954818726
4478	JICCIG_12415 Phage-Mu-F domain-containing protein	phage	1626	7.527941465377808
4479	JICCIG_05685 Thioesterase family protein	other	1590	7.166399192810035
4480	JICCIG_12675 Lipoprotein	other	1713	6.729116744995116
4481	JICCIG_01495 Cytochrome P450	other	1725	6.219346580505371
4482	JICCIG_09725 Anthranilate phosphoribosyltransferase	other	1638	7.0432655572891205
4483	JICCIG_02115 Phage protein	phage	1806	5.996101617813111
4484	JICCIG_03900 FERM domain-containing protein	resistance	1704	5.1978101682662965
4485	JICCIG_05415 HAD family hydrolase	other	1785	6.179948177337653
4486	JICCIG_12095 Integrase	phage	1635	6.132559356689465
4487	JICCIG_05410 Putative haloacid dehydrogenase-like hydrolase	other	1806	5.118484783172609
4488	JICCIG_12395 Phage protein	phage	1659	7.464567651748665
4489	JICCIG_12465 Oligopeptide ABC transporter, oligopeptide-binding protein	other	1662	7.6878690147399285
4490	JICCIG_05585 Phage protein	phage	1800	5.192698140144348
4491	JICCIG_00030 Pathogenicity island protein	other	1659	8.415106487274176
4492	JICCIG_00385 Cytosolic protein	other	1527	6.721217632293702
4493	JICCIG_12400 DUF5305 domain-containing protein	other	1548	7.647425732612609
4494	JICCIG_04605 Transposon-related protein	other	1536	8.536478805542005
4495	JICCIG_06105 DNA-binding transcriptional regulator, MerR family	other	1590	5.548652949333189
4496	JICCIG_09095 Phi PVL orf 22-like protein	phage	1791	8.198080158233639
4497	JICCIG_04430 Lipoprotein,parcial	other	1665	6.879512825012207
4498	JICCIG_10145 Colicin-E5 domain-containing protein	other	1638	6.342215361595142
4499	JICCIG_09400 Phage protein	phage	1668	5.701817212104795
4500	JICCIG_02055 ESAT-6 family protein	other	1740	6.188347682952878
4501	JICCIG_05150 Uncharacterized membrane protein YozV, TM2 domain, contains pTyr	other	1659	5.194578018188477
4502	JICCIG_02135 DUF1829 domain-containing protein	other	1683	5.589326581954958
4503	JICCIG_02030 DUF1433 domain-containing protein	other	1695	6.348736362457268
4504	JICCIG_12990 Coagulase	other	1725	5.6257373046875
4505	JICCIG_00010 Pathogenicity island protein	other	1593	8.7823929595947
4506	JICCIG_00375 DUF4467 domain-containing protein	other	1584	6.314493947029116
4507	JICCIG_10545 Phage protein	phage	1554	8.513214159011849
4508	JICCIG_03140 hypothetical protein	other	1845	6.43395595550537
4509	JICCIG_02095 Serine protease	other	1569	6.83188192367553
4510	JICCIG_06830 Bile acid:sodium symporter family protein	other	1590	6.011346902847284
4511	JICCIG_09395 Phage protein	phage	1755	5.098124294281007
4512	JICCIG_00750 Staphylococcal complement inhibitor	other	1728	6.901256618499756
4513	JICCIG_12050 Pathogenicity island protein	other	1656	7.669046425819401
4514	JICCIG_00190 FMN-dependent NADPH-azoreductase	other	1590	5.38885007381439
4515	JICCIG_00390 TIGR01741 family protein	other	1578	6.5717714357376105
4516	JICCIG_10695 Phage protein	phage	1626	7.817938804626465
4517	JICCIG_05690 Protein VraC	other	1701	6.8853912353515625
4518	JICCIG_11700 Acetyltransferase	other	1611	5.414517593383789
4519	JICCIG_08125 Lipoprotein	other	1599	7.6052112483978265
4520	JICCIG_11715 DoxX family protein	other	1662	6.304518461227414
4521	JICCIG_02040 DUF1433 domain-containing protein	other	1590	4.970834412574767
4522	JICCIG_12715 Staphylococcal tandem lipoprotein	other	1617	6.384303112030024
4523	JICCIG_05575 Membrane spanning protein	other	1632	5.928377628326421
4524	JICCIG_12125 Membrane spanning protein	other	1722	5.590360302925109
4525	JICCIG_10650 Phage protein	phage	1599	10.071442947387693
4526	JICCIG_04200 IS30 family transposase	other	1707	5.2711825466156
4527	JICCIG_12080 DUF3102 domain-containing protein	other	1623	9.257286186218257
4528	JICCIG_08025 Endoribonuclease MazF	other	1668	6.133662252426147
4529	JICCIG_08120 Putative lipoprotein	other	1788	7.735177979469299
4530	JICCIG_07540 Conserved domain protein	other	1656	5.68942153453827
4531	JICCIG_12665 Lipoprotein	other	1722	6.291978340148925
4532	JICCIG_12670 DUF1433 domain-containing protein	other	1602	6.413111696243287
4533	JICCIG_02140 DUF1829 domain-containing protein	other	1674	5.504190387725829
4534	JICCIG_12690 DUF1433 domain-containing protein	other	1707	7.020277290344244
4535	JICCIG_12720 Tandem lipoprotein	other	1644	6.833071188926696
4536	JICCIG_10640 Acetyltransferase	other	1596	8.791242694854734
4537	JICCIG_02020 DUF1433 domain-containing protein	other	1689	7.1820071792602445
4538	JICCIG_02045 DUF1433 domain-containing protein	other	1650	5.765036673545837
4539	JICCIG_09770 Zinc finger SWIM domain-containing protein	other	1614	5.145842123031612
4540	JICCIG_05190 DUF456 domain-containing protein	other	1677	6.612271747589113
4541	JICCIG_04515 Chromate transporter	other	1620	7.36454433917999
4542	JICCIG_11740 HEPN domain-containing protein	other	1605	8.282637596130376
4543	JICCIG_01740 Bla regulator protein blaR1	resistance	1659	9.276625957489028
4544	JICCIG_07730 glycosyl-4,4'-diaponeurosporenoate acyltransferase	other	1596	5.977299261093126
4545	JICCIG_03100 Phosphoesterase	other	1701	8.137954711914062
4546	JICCIG_03395 Enterotoxin	other	1560	5.518427948951723
4547	JICCIG_08895 Molybdenum cofactor biosynthesis protein B	other	1716	5.362766742706299
4548	JICCIG_04425 Lipoprotein	other	1677	5.791060943603516
4549	JICCIG_02120 DUF996 domain-containing protein	other	1605	5.399665184020998
4550	JICCIG_11890 DUF5063 domain-containing protein	other	1665	9.06362716674804
4551	JICCIG_12445 Phage capsid protein	phage	1632	7.0646063804626476
4552	JICCIG_06825 putative Na+-dependent transporter YfeH	other	1746	5.505461215972898
4553	JICCIG_03935 SMC-Scp complex subunit ScpB	other	1740	6.294843440055846
4554	JICCIG_02005 Peptidase-M78 domain-containing protein	other	1695	5.589297990798946
4555	JICCIG_09765 Hydrolase	other	1818	7.018839564323425
4556	JICCIG_04235 DNA-binding protein	other	1662	7.243363552093501
4557	JICCIG_12435 Phage protein	phage	1725	7.349626312255859
4558	JICCIG_11415 Arginine exporter protein ArgO	other	1776	6.17115330696106
4559	JICCIG_03135 Alpha-hemolysin	other	1749	6.093920021057128
4560	JICCIG_13290 Gp2	other	1608	9.707604494094856
4561	JICCIG_01685 DUF4479 domain-containing protein	other	1830	7.7059581470489515
4562	JICCIG_13225 Oligopeptide transport system permease protein oppB	resistance	1689	6.161802616119375
4563	JICCIG_12055 Phage protein	phage	1686	8.129067134857202
4564	JICCIG_00665 Transcriptional antiterminator	resistance	1581	5.938490295410157
4565	JICCIG_01175 GRAM-POS-ANCHORING domain-containing protein	other	1671	6.812655591964721
4566	JICCIG_08080 superantigen-like protein SSL10	other	1602	6.109787406921388
4567	JICCIG_09370 sphingomyelin phosphodiesterase	other	1626	8.425774574279785
4568	JICCIG_08095 superantigen-like protein SSL11	other	1704	5.971179962158203
4569	JICCIG_12905 3-dehydroquinate dehydratase	other	1557	6.523804912567139
4570	JICCIG_00050 Endoribonuclease MazF	other	1686	7.778758049011243
4571	JICCIG_02420 DUF616 domain-containing protein	other	1764	5.869308676719665
4572	JICCIG_04190 Ntox21 domain-containing protein	other	1569	6.754552536010739
4573	JICCIG_06165 CbiX protein	other	1662	5.177950258255004
4574	JICCIG_02150 staphylococcal enterotoxin type N	other	1740	5.584085807800292
4575	JICCIG_02170 Enterotoxin O	other	1605	5.910741615295411
4576	JICCIG_12645 L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily	resistance	1740	5.279436550140379
4577	JICCIG_08115 tandem-type lipoprotein Lpl1	other	1605	7.722237052917482
4578	JICCIG_09730 Anthranilate phosphoribosyltransferase	other	1569	6.654758262634273
4579	JICCIG_04185 Peptidase	other	1713	6.568359031677244
4580	JICCIG_11895 IS3 family transposase	other	1665	6.743677253723142
4581	JICCIG_08145 Uncharacterized lipoprotein SAR0445	other	1647	6.87345489501953
4582	JICCIG_01630 haptoglobin-binding heme uptake protein HarA	other	1818	6.430409793853759
4583	JICCIG_03855 PfkB family carbohydrate kinase	other	1629	5.730363788604738
4584	JICCIG_08060 superantigen-like protein SSL3	other	1632	6.000145864486697
4585	JICCIG_06150 Uroporphyrinogen-III methylase (siroheme synthase)	other	1716	6.313310575485215
4586	JICCIG_11410 Fatty acid desaturase	other	1578	6.156405377388
4587	JICCIG_12980 extracellular matrix protein-binding adhesin Emp	other	1590	5.679908738136291
4588	JICCIG_09380 Uncharacterized leukocidin-like protein 2	other	1671	6.494280529022215
4589	JICCIG_12985 von Willebrand factor binding protein Vwb	other	1665	5.342516784667966
4590	JICCIG_02990 Iron-regulated surface determinant protein A	resistance	1731	7.138439607620246
4591	JICCIG_09980 putative arabinose efflux permease AraJ, MFS family	resistance	1746	6.3271664619445795
4592	JICCIG_03850 putative arabinose efflux permease AraJ, MFS family	resistance	1587	6.876033020019518
4593	JICCIG_05420 MFS domain-containing protein	other	1683	5.039235363006593
4594	JICCIG_02065 Restriction endonuclease subunit S	other	1629	6.81940103530884
4595	JICCIG_01665 Smooth muscle caldesmon	other	1734	5.996384768486024
4596	JICCIG_08090 Sau1hsdS1	other	1689	5.122661476135224
4597	JICCIG_01245 staphyloferrin B export MFS transporter	other	1605	11.508562469482426
4598	JICCIG_05975 PepSY-associated TM region	other	1749	7.0198501968383775
4599	JICCIG_04450 accessory Sec system protein Asp1	other	1695	6.296726331710813
4600	JICCIG_02000 FRG domain-containing protein	other	1692	5.9034340572356605
4601	JICCIG_11405 HTH-type transcriptional regulator NorG	other	1704	6.574482316970828
4602	JICCIG_00670 PTS system mannitol (Cryptic)-specific transporter subunit IIA	other	1656	6.502595353126527
4603	JICCIG_01625 haptoglobin-binding heme uptake protein HarA	other	1692	6.505503029823303
4604	JICCIG_02050 Lipase	other	1605	6.348394317626955
4605	JICCIG_02060 KAP NTPase domain-containing protein	other	1758	5.073303332328797
4606	JICCIG_00745 staphylocoagulase	other	1650	7.454894428253173
4607	JICCIG_05225 AraC-type DNA-binding domain and AraC-containing proteins	other	1623	8.165677661895751
4608	JICCIG_11905 Uncharacterized chromosomal cassette SCCmec type IVc protein CR006	other	1701	6.414921760559082
4609	JICCIG_10165 hyaluronate lyase precursor	other	1737	5.981986923217773
4610	JICCIG_09475 MSCRAMM family adhesin SdrC	other	1650	6.725527305603026
4611	JICCIG_11465 Fibronectin-binding protein A	other	1722	6.633931775093078
4612	JICCIG_12765 FmtB protein	other	1569	7.356096019744873
4613	JICCIG_11675 Transcriptional regulator of competence genes, TfoX/Sxy family	other	1641	6.17250232696533
4614	JICCIG_09985 Drug resistance transporter, EmrB/QacA family	other	1638	6.685712542533871
4615	JICCIG_00040 HTH cro/C1-type domain-containing protein	other	1698	7.18591287612915
4616	JICCIG_06780 Metal-dependent amidase/aminoacylase/carboxypeptidase	other	1593	5.561497268676755
4617	JICCIG_08240 autolysin/adhesin Aaa	phage	1650	5.487180585861206
4618	JICCIG_13240 Peptide/nickel transport system substrate-binding protein	other	1584	6.717083797454839
4619	LHLGEE_09490 hypothetical protein	other	1761	4.267797374725347
4620	LHLGEE_11600 Cro-like protein	other	1668	9.751262044906591
4621	LHLGEE_12725 DUF1672 domain-containing protein	other	1641	6.665024089813227
4622	LHLGEE_07365 Pathogenicity island protein	other	1671	5.947887706756586
4623	LHLGEE_09485 hypothetical protein	other	1647	4.762286033630367
4624	LHLGEE_09900 DUF2951 domain-containing protein	other	1626	8.116549015045166
4625	LHLGEE_02275 DUF2951 domain-containing protein	other	1617	5.743564662933347
4626	LHLGEE_11605 Xre family transcriptional regulator	other	1653	8.757550506591798
4627	LHLGEE_08495 Single-stranded DNA-binding protein	other	1752	4.469842023849488
4628	LHLGEE_08320 hypothetical protein	other	1563	4.464482994079588
4629	LHLGEE_10685 TIGR01741 family protein	other	1677	6.6848847198486325
4630	LHLGEE_10055 Lipoprotein	other	1728	6.420302791595459
4631	LHLGEE_12075 hypothetical protein	other	1725	-1.08098237991333
4632	LHLGEE_07390 Spore coat protein CotF	other	1638	7.374824166297907
4633	LHLGEE_08315 hypothetical protein	other	1599	4.676315155029297
4634	LHLGEE_11035 superantigen-like protein SSL10	other	1653	6.657035293579102
4635	LHLGEE_10220 CI-like repressor	other	1746	9.823066234588621
4636	LHLGEE_11595 Phage repressor protein	phage	1620	7.615383272171019
4637	LHLGEE_13205 Phg-2220-C domain-containing protein	other	1674	7.9451409959793065
4638	LHLGEE_13320 DUF1672 domain-containing protein	other	1692	6.514316692352281
4639	LHLGEE_12485 bi-component leukocidin LukMF' subunit M	other	1683	5.307525510787969
4640	LHLGEE_12480 bi-component leukocidin LukMF' subunit F'	other	1611	5.293116235733034
4641	LHLGEE_12675 DUF3644 domain-containing protein	other	1593	5.803516769409174
4642	LHLGEE_11625 Integrase	phage	1650	8.03902163505554
4643	LHLGEE_11085 AAA family ATPase	other	1653	4.886339340209961
4644	LHLGEE_02295 Minor structural protein	other	1605	8.098731765747074
4645	LHLGEE_02265 hypothetical protein	other	1548	5.6972204399108834
4646	LHLGEE_05845 Lipoprotein	other	1683	6.763269224166871
