variation	gene_idx	gene_name	category	n_train_flipped	n_val_flipped	n_val_not_flipped	cutoff_99th	tp	fp	fn	tn	sensitivity	specificity	false_positive_rate	dor	log10_dor
1	4431	IPGIMP_10580 extracellular matrix protein-binding adhesin Emp	other	592	109	29009	6.2863080501556405	103	0	6	29009	0.944954128440367	1.0	0.0		
1	4432	IPGIMP_06870 YjiH family protein	other	567	121	28997	10.816055374145513	121	3326	0	25671	1.0	0.8852984791530158	0.11470152084698416		
1	4434	IPGIMP_13030 IS21 family transposase	other	515	106	29012	5.689119224548341	106	2009	0	27003	1.0	0.9307527919481594	0.06924720805184062		
1	4436	IPGIMP_03515 DNA photolyase	other	572	104	29014	7.042477388381947	104	76	0	28938	1.0	0.9973805748948783	0.0026194251051216656		
1	4440	IPGIMP_07435 Phage protein	phage	553	107	29011	5.766438121795654	107	0	0	29011	1.0	1.0	0.0		
1	4445	JICCIG_11680 BH4-AAA-HYDROXYL-2 domain-containing protein	other	552	107	29011	7.3885966968536385	107	119	0	28892	1.0	0.9958981076143532	0.004101892385646824		
1	4447	JICCIG_08150 hypothetical protein	other	568	104	29014	5.505614285469055	104	20	0	28994	1.0	0.9993106776039153	0.0006893223960846488		
1	4449	JICCIG_12760 FmtB protein	other	575	118	29000	5.805265617370604	118	3	0	28997	1.0	0.9998965517241379	0.00010344827586206896		
1	4451	JICCIG_12390 Phage protein	phage	515	90	29028	8.217265148162843	90	1134	0	27894	1.0	0.9609342703596527	0.03906572964034725		
1	4456	JICCIG_10610 Integrase regulator RinB	phage	555	97	29021	9.094264812469486	97	4158	0	24863	1.0	0.8567244409220909	0.1432755590779091		
1	4462	JICCIG_06785 Amino acid amidohydrolase	other	588	116	29002	6.676119565963744	116	20	0	28982	1.0	0.9993103923867319	0.0006896076132680505		
1	4465	JICCIG_12425 Phage-Mu-F domain-containing protein	phage	536	106	29012	10.147711753845202	106	1985	0	27027	1.0	0.9315800358472356	0.06841996415276437		
1	4466	JICCIG_03145 XRE family transcriptional regulator	other	513	103	29015	7.257608699798584	103	29	0	28986	1.0	0.999000516973979	0.0009994830260210237		
1	4469	JICCIG_12455 DNA primase	other	548	113	29005	8.378646421432494	113	1369	0	27636	1.0	0.9528012411653163	0.04719875883468368		
1	4471	JICCIG_05230 Transcriptional regulator, AraC family	other	555	98	29020	9.908894023895298	98	13025	0	15995	1.0	0.551171605789111	0.44882839421088905		
1	4474	JICCIG_05580 Membrane spanning protein	other	546	105	29013	5.764703178405759	105	21	0	28992	1.0	0.9992761865370696	0.0007238134629304105		
1	4475	JICCIG_09415 DUF4332 domain-containing protein	other	561	121	28997	11.161157989501946	121	12303	0	16694	1.0	0.575714729109908	0.4242852708900921		
1	4477	JICCIG_03130 Phage protein	phage	561	106	29012	6.158668422698974	106	12	0	29000	1.0	0.9995863780504619	0.00041362194953812215		
1	4478	JICCIG_12415 Phage-Mu-F domain-containing protein	phage	542	104	29014	9.043389635086081	104	1717	0	27297	1.0	0.9408216722961329	0.0591783277038671		
1	4481	JICCIG_01495 Cytochrome P450	other	575	98	29020	7.501390151977539	98	309	0	28711	1.0	0.9893521709166092	0.010647829083390766		
1	4482	JICCIG_09725 Anthranilate phosphoribosyltransferase	other	546	116	29002	7.512780952453609	116	49	0	28953	1.0	0.9983104613474932	0.0016895386525067238		
1	4484	JICCIG_03900 FERM domain-containing protein	resistance	568	114	29004	5.679327225685132	114	3	0	29001	1.0	0.9998965659908978	0.0001034340091021928		
1	4488	JICCIG_12395 Phage protein	phage	553	108	29010	8.350529708862307	108	1023	0	27987	1.0	0.964736297828335	0.03526370217166494		
1	4489	JICCIG_12465 Oligopeptide ABC transporter, oligopeptide-binding protein	other	554	103	29015	9.520419492721569	103	1846	0	27169	1.0	0.9363777356539721	0.06362226434602791		
1	4492	JICCIG_00385 Cytosolic protein	other	509	98	29020	7.4170234870910665	98	155	0	28865	1.0	0.9946588559614059	0.005341144038594073		
1	4493	JICCIG_12400 DUF5305 domain-containing protein	other	516	99	29019	8.789839792251591	99	1419	0	27600	1.0	0.9511010027912746	0.04889899720872532		
1	4494	JICCIG_04605 Transposon-related protein	other	512	86	29032	9.33727045059204	86	8298	0	20734	1.0	0.7141774593551943	0.2858225406448057		
1	4495	JICCIG_06105 DNA-binding transcriptional regulator, MerR family	other	530	112	29006	6.524995965957642	111	0	1	29006	0.9910714285714286	1.0	0.0		
1	4498	JICCIG_10145 Colicin-E5 domain-containing protein	other	546	97	29021	6.958221197128289	93	0	4	29021	0.9587628865979382	1.0	0.0		
1	4502	JICCIG_02135 DUF1829 domain-containing protein	other	561	109	29009	6.3864018440246575	109	15	0	28994	1.0	0.9994829190940743	0.0005170809059257471		
1	4503	JICCIG_02030 DUF1433 domain-containing protein	other	565	106	29012	6.928414630889893	106	33	0	28979	1.0	0.9988625396387701	0.0011374603612298358		
1	4504	JICCIG_12990 Coagulase	other	575	116	29002	5.914430818557739	116	21	0	28981	1.0	0.9992759120060686	0.000724087993931453		
1	4507	JICCIG_10545 Phage protein	phage	518	98	29020	9.36272463798523	98	5118	0	23902	1.0	0.8236388697450034	0.17636113025499656		
1	4508	JICCIG_03140 hypothetical protein	other	615	103	29015	6.783704109191896	103	15	0	29000	1.0	0.9994830260210236	0.0005169739789763915		
1	4510	JICCIG_06830 Bile acid:sodium symporter family protein	other	530	105	29013	6.530787677764892	105	3	0	29010	1.0	0.9998965980767243	0.00010340192327577293		
1	4514	JICCIG_00190 FMN-dependent NADPH-azoreductase	other	530	93	29025	5.663433074951175	93	18	0	29007	1.0	0.9993798449612403	0.00062015503875969		
1	4515	JICCIG_00390 TIGR01741 family protein	other	526	120	28998	8.330845832824707	120	4215	0	24783	1.0	0.8546451479412374	0.14535485205876267		
1	4518	JICCIG_11700 Acetyltransferase	other	537	103	29015	6.058929786682128	103	12	0	29003	1.0	0.9995864208168189	0.0004135791831811132		
1	4519	JICCIG_08125 Lipoprotein	other	533	102	29016	9.483739738464351	102	1876	0	27140	1.0	0.9353460159911773	0.06465398400882272		
1	4522	JICCIG_12715 Staphylococcal tandem lipoprotein	other	539	110	29008	7.567159481048584	110	784	0	28224	1.0	0.972972972972973	0.02702702702702703		
1	4524	JICCIG_12125 Membrane spanning protein	other	574	111	29007	6.4647990608215276	111	39	0	28968	1.0	0.9986554969490123	0.0013445030509876927		
1	4525	JICCIG_10650 Phage protein	phage	533	112	29006	11.398275413513165	112	22755	0	6251	1.0	0.21550713645452665	0.7844928635454733		
1	4526	JICCIG_04200 IS30 family transposase	other	569	96	29022	6.0961243820190525	96	9	0	29013	1.0	0.9996898904279512	0.0003101095720487906		
1	4528	JICCIG_08025 Endoribonuclease MazF	other	556	111	29007	6.710779690742497	111	76	0	28931	1.0	0.9973799427724342	0.00262005722756576		
1	4529	JICCIG_08120 Putative lipoprotein	other	596	114	29004	8.64129457473752	114	1636	0	27368	1.0	0.9435939870362708	0.056406012963729144		
1	4530	JICCIG_07540 Conserved domain protein	other	552	104	29014	6.594839968681336	104	136	0	28878	1.0	0.9953126077066244	0.004687392293375611		
1	4536	JICCIG_10640 Acetyltransferase	other	532	94	29024	10.784310951232886	94	12726	0	16298	1.0	0.5615352811466373	0.43846471885336274		
1	4540	JICCIG_05190 DUF456 domain-containing protein	other	559	117	29001	8.676358242034901	117	1894	0	27107	1.0	0.9346919071756147	0.06530809282438536		
1	4541	JICCIG_04515 Chromate transporter	other	540	99	29019	8.75099302291871	99	1758	0	27261	1.0	0.9394190013439471	0.06058099865605293		
1	4542	JICCIG_11740 HEPN domain-containing protein	other	535	98	29020	10.067242202758782	98	3766	0	25254	1.0	0.8702274293590627	0.12977257064093728		
1	4544	JICCIG_07730 glycosyl-4,4'-diaponeurosporenoate acyltransferase	other	532	98	29020	7.038010196685773	98	17	0	29003	1.0	0.9994141971054445	0.000585802894555479		
1	4549	JICCIG_02120 DUF996 domain-containing protein	other	535	114	29004	5.554035606384275	114	69	0	28935	1.0	0.9976210177906496	0.0023789822093504345		
1	4551	JICCIG_12445 Phage capsid protein	phage	544	118	29000	8.174074010849004	118	1097	0	27903	1.0	0.9621724137931035	0.03782758620689655		
1	4554	JICCIG_02005 Peptidase-M78 domain-containing protein	other	565	111	29007	6.07911966323853	111	30	0	28977	1.0	0.9989657668838556	0.001034233116144379		
1	4557	JICCIG_12435 Phage protein	phage	575	130	28988	9.498636531829833	130	1836	0	27152	1.0	0.9366634469435628	0.06333655305643715		
1	4559	JICCIG_03135 Alpha-hemolysin	other	583	110	29008	6.7176541996002195	110	45	0	28963	1.0	0.9984487038058467	0.001551296194153337		
1	4560	JICCIG_13290 Gp2	other	536	100	29018	11.51291561126709	100	24191	0	4827	1.0	0.16634502722448136	0.8336549727755187		
1	4561	JICCIG_01685 DUF4479 domain-containing protein	other	610	115	29003	8.51969712257385	115	1471	0	27532	1.0	0.9492811088508085	0.05071889114919146		
1	4563	JICCIG_12055 Phage protein	phage	562	107	29011	9.355577421188354	107	6981	0	22030	1.0	0.7593671366033573	0.24063286339664267		
1	4564	JICCIG_00665 Transcriptional antiterminator	resistance	527	106	29012	6.196812343597412	106	30	0	28982	1.0	0.9989659451261547	0.0010340548738453053		
1	4565	JICCIG_01175 GRAM-POS-ANCHORING domain-containing protein	other	557	96	29022	7.580102481842028	96	81	0	28941	1.0	0.9972090138515609	0.0027909861484391152		
1	4570	JICCIG_00050 Endoribonuclease MazF	other	562	102	29016	9.99666821479796	102	4974	0	24042	1.0	0.8285773366418527	0.17142266335814724		
1	4571	JICCIG_02420 DUF616 domain-containing protein	other	588	112	29006	6.642097263336174	112	45	0	28961	1.0	0.9984485968420327	0.0015514031579673172		
1	4573	JICCIG_06165 CbiX protein	other	554	97	29021	5.3432505369186405	96	0	1	29021	0.9896907216494846	1.0	0.0		
1	4575	JICCIG_02170 Enterotoxin O	other	535	106	29012	6.621481561660754	106	54	0	28958	1.0	0.9981387012270785	0.0018612987729215496		
1	4576	JICCIG_12645 L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily	resistance	580	105	29013	5.583737211227419	105	9	0	29004	1.0	0.9996897942301727	0.0003102057698273188		
1	4577	JICCIG_08115 tandem-type lipoprotein Lpl1	other	535	99	29019	8.53843496322631	99	1507	0	27512	1.0	0.9480685068403459	0.05193149315965402		
1	4581	JICCIG_08145 Uncharacterized lipoprotein SAR0445	other	549	129	28989	7.463371334075927	129	2487	0	26502	1.0	0.9142088378350409	0.08579116216495912		
1	4584	JICCIG_08060 superantigen-like protein SSL3	other	544	110	29008	7.337976913452168	110	183	0	28825	1.0	0.9936913954771097	0.006308604522890237		
1	4586	JICCIG_11410 Fatty acid desaturase	other	526	84	29034	6.3733872175216675	84	12	0	29022	1.0	0.9995866914651788	0.0004133085348212441		
1	4588	JICCIG_09380 Uncharacterized leukocidin-like protein 2	other	557	118	29000	6.9763945579528786	118	6	0	28994	1.0	0.9997931034482759	0.00020689655172413793		
1	4590	JICCIG_02990 Iron-regulated surface determinant protein A	resistance	577	125	28993	7.931661853790284	125	274	0	28719	1.0	0.9905494429689925	0.009450557031007485		
1	4592	JICCIG_03850 putative arabinose efflux permease AraJ, MFS family	resistance	529	104	29014	7.956635856628424	104	829	0	28185	1.0	0.9714275866822913	0.028572413317708694		
1	4594	JICCIG_02065 Restriction endonuclease subunit S	other	543	92	29026	8.422648315429692	92	1297	0	27729	1.0	0.9553159236546545	0.044684076345345554		
1	4595	JICCIG_01665 Smooth muscle caldesmon	other	578	111	29007	6.324593329429627	111	90	0	28917	1.0	0.9968973006515669	0.003102699348433137		
1	4599	JICCIG_04450 accessory Sec system protein Asp1	other	565	102	29016	7.341817569732666	102	130	0	28886	1.0	0.9955197132616488	0.004480286738351254		
1	4600	JICCIG_02000 FRG domain-containing protein	other	564	106	29012	7.564743547439577	106	86	0	28926	1.0	0.9970357093616434	0.002964290638356542		
1	4602	JICCIG_00670 PTS system mannitol (Cryptic)-specific transporter subunit IIA	other	552	102	29016	6.96697120666504	102	51	0	28965	1.0	0.9982423490488007	0.0017576509511993384		
1	4603	JICCIG_01625 haptoglobin-binding heme uptake protein HarA	other	564	112	29006	7.018486576080322	112	120	0	28886	1.0	0.9958629249120872	0.004137075087912846		
1	4605	JICCIG_02060 KAP NTPase domain-containing protein	other	586	118	29000	6.055170106887814	118	1307	0	27693	1.0	0.9549310344827586	0.04506896551724138		
1	4606	JICCIG_00745 staphylocoagulase	other	550	111	29007	9.348582086563109	111	2536	0	26471	1.0	0.9125728272485951	0.08742717275140484		
1	4607	JICCIG_05225 AraC-type DNA-binding domain and AraC-containing proteins	other	541	94	29024	10.413405990600587	94	27295	0	1729	1.0	0.059571389195148844	0.9404286108048512		
1	4608	JICCIG_11905 Uncharacterized chromosomal cassette SCCmec type IVc protein CR006	other	567	103	29015	7.615688467025761	103	462	0	28553	1.0	0.9840772014475272	0.015922798552472858		
1	4610	JICCIG_09475 MSCRAMM family adhesin SdrC	other	550	93	29025	8.559864587783812	93	4101	0	24924	1.0	0.8587080103359173	0.14129198966408268		
1	4613	JICCIG_11675 Transcriptional regulator of competence genes, TfoX/Sxy family	other	547	102	29016	8.509875946044907	102	72	0	28944	1.0	0.9975186104218362	0.0024813895781637717		
1	4619	LHLGEE_09490 hypothetical protein	other	587	118	29000	4.892912683486938	118	0	0	29000	1.0	1.0	0.0		
1	4620	LHLGEE_11600 Cro-like protein	other	556	92	29026	11.242960071563738	92	22670	0	6356	1.0	0.21897609040170882	0.7810239095982912		
1	4623	LHLGEE_09485 hypothetical protein	other	549	109	29009	5.3459634017944335	106	0	3	29009	0.9724770642201835	1.0	0.0		
1	4624	LHLGEE_09900 DUF2951 domain-containing protein	other	542	101	29017	8.803628692626958	101	8948	0	20069	1.0	0.6916290450425613	0.30837095495743877		
1	4626	LHLGEE_11605 Xre family transcriptional regulator	other	551	111	29007	10.958892345428467	111	19696	0	9311	1.0	0.3209914848140104	0.6790085151859896		
1	4627	LHLGEE_08495 Single-stranded DNA-binding protein	other	584	105	29013	5.0195220136642416	102	0	3	29013	0.9714285714285714	1.0	0.0		
1	4629	LHLGEE_10685 TIGR01741 family protein	other	559	94	29024	9.169670238494865	94	2244	0	26780	1.0	0.9226846747519294	0.07731532524807057		
1	4631	LHLGEE_12075 hypothetical protein	other	575	91	29027	-0.8345831811428099	91	0	0	29027	1.0	1.0	0.0		
1	4632	LHLGEE_07390 Spore coat protein CotF	other	546	104	29014	8.316402769088725	104	1095	0	27919	1.0	0.9622595988143655	0.03774040118563452		
1	4635	LHLGEE_10220 CI-like repressor	other	582	86	29032	11.236519765853862	86	25084	0	3948	1.0	0.13598787544778176	0.8640121245522182		
1	4645	LHLGEE_02265 hypothetical protein	other	516	91	29027	6.627061963081378	91	212	0	28815	1.0	0.9926964550246322	0.007303544975367761		
1	4650	MJMLJH_09600 DUF1024 domain-containing protein	other	577	106	29012	9.720326271057129	106	12222	0	16790	1.0	0.5787260443954226	0.4212739556045774		
1	4653	FDGJKG_06930 hypothetical protein	other	624	120	28998	5.244483380317687	119	0	1	28998	0.9916666666666667	1.0	0.0		
1	4654	FDGJKG_12445 Pathogenicity island protein	other	563	107	29011	10.967588729858397	107	18281	0	10730	1.0	0.3698597083864741	0.6301402916135259		
1	4656	FDGJKG_05135 Single-stranded DNA-binding protein	other	574	115	29003	6.2036298656463575	115	97	0	28906	1.0	0.9966555183946488	0.0033444816053511705		
1	4657	FDGJKG_07910 Maebl	other	591	111	29007	4.852457427978516	111	6	0	29001	1.0	0.9997931533767711	0.0002068466232288758		
1	4659	FDGJKG_12495 Helix-turn-helix domain-containing protein	other	535	103	29015	9.016374244689924	103	1244	0	27771	1.0	0.9571256246768912	0.042874375323108734		
1	4660	FDGJKG_05125 Phi PV83 orf 20-like protein	phage	506	90	29028	11.170295047760009	90	18299	0	10729	1.0	0.36960865371365575	0.6303913462863442		
1	4667	ENOEHL_08745 TIGR01741 family protein	other	567	105	29013	5.905332975387575	105	30	0	28983	1.0	0.9989659807672423	0.0010340192327577293		
1	4671	PODMID_06115 hypothetical protein	other	570	104	29014	7.394702849388121	104	26	0	28988	1.0	0.99910388088509	0.0008961191149100434		
1	4673	PODMID_02220 DUF3944 domain-containing protein	other	547	120	28998	6.627035036087023	120	13	0	28985	1.0	0.9995516932202221	0.00044830677977791573		
1	4674	PODMID_02300 hypothetical protein	other	543	94	29024	7.725738124847414	94	129	0	28895	1.0	0.9955554024255788	0.004444597574421168		
1	4676	PODMID_02390 Phage protein	phage	532	101	29017	7.805840148925751	101	121	0	28896	1.0	0.9958300306716752	0.004169969328324775		
1	4677	PODMID_02410 Helix-turn-helix domain-containing protein	other	553	111	29007	6.917913513183596	111	15	0	28992	1.0	0.9994828834419278	0.0005171165580721895		
1	4679	PODMID_02280 HNH endonuclease	other	558	104	29014	7.260247697830082	104	95	0	28919	1.0	0.9967257186185979	0.0032742813814020818		
1	4680	PODMID_02250 Bacteriophage	phage	554	98	29020	6.397641019821169	98	7	0	29013	1.0	0.9997587870434184	0.0002412129565816678		
1	4681	PODMID_02315 Phage protein	phage	587	120	28998	6.23224287033081	120	85	0	28913	1.0	0.9970687633629906	0.002931236637009449		
1	4682	PODMID_02195 DUF1659 domain-containing protein	other	605	103	29015	6.14743637084961	102	0	1	29015	0.9902912621359223	1.0	0.0		
1	4683	PODMID_02275 Terminase	phage	570	98	29020	8.722092056274402	98	132	0	28888	1.0	0.9954514128187457	0.004548587181254307		
1	4684	PODMID_10890 Phage protein	phage	545	83	29035	9.784086608886698	83	8899	0	20136	1.0	0.6935078353711038	0.30649216462889617		
1	4685	PODMID_02240 Phage protein	phage	530	107	29011	6.775578002929691	107	86	0	28925	1.0	0.9970356071834822	0.0029643928165178726		
1	4687	PODMID_02225 Phage protein	phage	590	108	29010	5.972487654685975	108	0	0	29010	1.0	1.0	0.0		
1	4689	PODMID_00425 DUF1093 domain-containing protein	other	554	94	29024	7.053072624206544	94	38	0	28986	1.0	0.9986907386990077	0.0013092613009922822		
1	4691	PODMID_02190 Holin	other	516	102	29016	6.296762228012087	101	0	1	29016	0.9901960784313726	1.0	0.0		
1	4694	PODMID_02200 DUF1617 domain-containing protein	other	565	118	29000	6.042701873779299	118	2	0	28998	1.0	0.9999310344827587	6.896551724137931e-05		
1	4696	PODMID_02235 HK97 gp10 family phage protein	phage	551	103	29015	6.960883378982544	103	88	0	28927	1.0	0.9969670859900052	0.0030329140099948303		
1	4698	PODMID_02305 DUF4143 domain-containing protein	other	562	106	29012	8.50876993179321	106	526	0	28486	1.0	0.9818695712119123	0.01813042878808769		
1	4701	PODMID_00775 TIGR01741 family protein	other	528	100	29018	8.332344388961804	100	1735	0	27283	1.0	0.9402095251223379	0.05979047487766214		
1	4708	PODMID_02260 ATP-dependent Clp protease proteolytic subunit	other	534	102	29016	8.760489292144735	102	93	0	28923	1.0	0.9967948717948718	0.003205128205128205		
1	4709	PODMID_02230 Phage tail protein	phage	511	88	29030	6.125584030151366	88	0	0	29030	1.0	1.0	0.0		
1	4712	PODMID_12435 DUF616 domain-containing protein	other	546	96	29022	7.533005070686338	96	448	0	28574	1.0	0.9845634346357935	0.015436565364206465		
1	4713	PODMID_02210 Phage tail protein	phage	621	128	28990	6.3409686088561985	128	6	0	28984	1.0	0.9997930320800276	0.00020696791997240429		
1	4714	PODMID_06245 L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily	resistance	562	94	29024	7.295372581481932	94	13	0	29011	1.0	0.9995520948180816	0.00044790518191841237		
1	4716	PODMID_06180 Uncharacterized lipoprotein MW2406	other	529	93	29025	8.765099849700965	93	1808	0	27217	1.0	0.93770887166236	0.062291128337639966		
1	4718	PODMID_12700 Rep	other	558	103	29015	8.613102426528924	103	579	0	28436	1.0	0.9800448044115113	0.01995519558848871		
1	4719	PODMID_02185 N-acetylmuramoyl-L-alanine amidase	core	541	95	29023	7.2674265861511245	95	106	0	28917	1.0	0.9963477242187231	0.003652275781276918		
1	4721	PODMID_00645 Lipoate--protein ligase 2	other	564	120	28998	7.255883197784424	120	45	0	28953	1.0	0.9984481688392303	0.0015518311607697084		
1	4722	PODMID_04510 Smooth muscle caldesmon	other	575	102	29016	9.351901874542227	102	4584	0	24432	1.0	0.8420181968569065	0.15798180314309346		
1	4724	PODMID_02435 Site-specific integrase	phage	567	92	29026	8.797462348937994	92	745	0	28281	1.0	0.9743333563012472	0.025666643698752843		
1	4725	PODMID_02265 phage portal protein	phage	538	90	29028	7.765464749336242	90	92	0	28936	1.0	0.9968306462725645	0.0031693537274355794		
1	4726	PODMID_02255 phage major capsid protein	phage	564	111	29007	6.855494422912598	111	74	0	28933	1.0	0.9974488916468439	0.002551108353156135		
1	4728	PODMID_00160 Lipase-3 domain-containing protein	other	558	113	29005	5.480009551048277	110	0	3	29005	0.9734513274336283	1.0	0.0		
1	4729	PODMID_02270 Phage Terminase family protein	phage	567	83	29035	7.241036710739141	83	94	0	28941	1.0	0.9967625279834682	0.003237472016531772		
1	4730	PODMID_11595 polysaccharide lyase 8 family protein	other	551	119	28999	7.897358655929565	119	2054	0	26945	1.0	0.9291699713783234	0.07083002862167662		
1	4731	PODMID_05835 Cna B-type domain-containing protein	other	523	101	29017	9.426923828124988	101	10321	0	18696	1.0	0.6443119550608264	0.3556880449391736		
1	4732	PODMID_02215 Phage tail tape measure protein	phage	512	93	29025	6.184867887496948	93	0	0	29025	1.0	1.0	0.0		
1	4736	JAMKPL_10370 Phage protein	phage	549	106	29012	7.008767566680908	106	92	0	28920	1.0	0.9968288983868744	0.003171101613125603		
1	4737	JAMKPL_01510 Phage protein	phage	525	102	29016	8.024710731506346	102	331	0	28685	1.0	0.9885925006892748	0.011407499310725117		
1	4739	JAMKPL_01505 YopX domain-containing protein	other	554	101	29017	9.817629146575928	101	1690	0	27327	1.0	0.9417582796291829	0.05824172037081711		
1	4741	JAMKPL_01500 Acetyltransferase	other	545	104	29014	10.504011878967262	104	2932	0	26082	1.0	0.8989453367339905	0.10105466326600951		
1	4742	JAMKPL_08745 putative sugar epimerase, cupin superfamily	other	551	96	29022	5.197943925857544	96	17	0	29005	1.0	0.9994142374750189	0.0005857625249810488		
1	4746	JAMKPL_00035 staphylococcal enterotoxin type Z	other	543	91	29027	6.8925383472442725	91	3	0	29024	1.0	0.9998966479484618	0.00010335205153822304		
1	4749	JAMKPL_09505 PhzF family phenazine biosynthesis isomerase	other	562	111	29007	7.078165230751036	111	38	0	28969	1.0	0.9986899713862171	0.00131002861378288		
1	4752	JAMKPL_11490 DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	other	561	81	29037	6.986207771301268	81	315	0	28722	1.0	0.98915177187726	0.010848228122739953		
1	4755	BDLHBJ_10010 Pirin-C-2 domain-containing protein	other	508	91	29027	7.52240032196045	91	149	0	28878	1.0	0.9948668481069349	0.0051331518930650775		
1	4758	BDLHBJ_02130 DUF1433 domain-containing protein	other	542	107	29011	8.580052146911635	107	709	0	28302	1.0	0.9755609941056841	0.024439005894315947		
1	4760	BDLHBJ_01710 TetR family transcriptional regulator	other	530	93	29025	7.695979743003853	93	59	0	28966	1.0	0.9979672695951766	0.002032730404823428		
1	4762	BDLHBJ_01715 NAD(P)H-binding protein	other	549	118	29000	7.199137248992918	118	33	0	28967	1.0	0.9988620689655172	0.0011379310344827587		
1	4765	BDLHBJ_03860 superantigen-like protein SSL4	other	596	106	29012	6.424482536315918	106	371	0	28641	1.0	0.987212188060113	0.012787811939886944		
1	4766	BDLHBJ_13100 ISL3 family ISSau8 transposase	other	565	126	28992	5.519738025665285	126	21	0	28971	1.0	0.9992756622516556	0.0007243377483443709		
1	4768	HDEGJF_13205 Phage protein	phage	542	92	29026	9.901299705505377	92	14685	0	14341	1.0	0.4940742782333081	0.5059257217666919		
1	4770	HDEGJF_13075 Phage protein	phage	540	113	29005	11.276761226654061	113	11157	0	17848	1.0	0.6153421823823478	0.3846578176176521		
1	4771	HDEGJF_13190 DUF3113 domain-containing protein	other	560	99	29019	8.283310518264763	99	601	0	28418	1.0	0.9792894310624074	0.020710568937592613		
1	4772	HDEGJF_13585 Phage protein	phage	537	94	29024	10.76613697052001	94	9630	0	19394	1.0	0.6682056229327453	0.3317943770672547		
1	4778	HDEGJF_13215 EF-hand domain-containing protein	other	576	109	29009	7.938615441322327	109	550	0	28459	1.0	0.9810403667827226	0.018959633217277398		
1	4780	HDEGJF_13490 Serine recombinase gin	other	554	104	29014	9.811475238800057	104	15786	0	13228	1.0	0.4559178327703867	0.5440821672296133		
1	4782	JIOBMH_12480 hypothetical protein	other	537	102	29016	5.367082366943357	102	0	0	29016	1.0	1.0	0.0		
1	4784	JIOBMH_12465 MobD	other	607	120	28998	4.810571575164794	120	0	0	28998	1.0	1.0	0.0		
1	4786	JIOBMH_10800 Gp44	other	530	111	29007	5.721779484748846	111	47	0	28960	1.0	0.9983797014513738	0.0016202985486261936		
1	4787	JIOBMH_12470 MobC	other	555	103	29015	5.006292343139651	100	0	3	29015	0.970873786407767	1.0	0.0		
1	4788	JIOBMH_12475 CHAP domain-containing protein	other	501	94	29024	4.433475971221924	93	0	1	29024	0.9893617021276596	1.0	0.0		
1	4789	JIOBMH_11015 hypothetical protein	other	567	89	29029	11.000755195617678	89	12780	0	16249	1.0	0.5597505942333528	0.4402494057666472		
1	4791	JIOBMH_12485 Immunodominant staphylococcal antigen B	other	548	107	29011	4.934947381019592	106	0	1	29011	0.9906542056074766	1.0	0.0		
1	4792	JIOBMH_06465 DUF1672 domain-containing protein	other	551	96	29022	8.501146793365479	96	1922	0	27100	1.0	0.933774378058025	0.06622562194197505		
1	4794	PIPDJJ_05005 hypothetical protein	other	569	111	29007	10.259512100219762	111	16236	0	12771	1.0	0.4402730375426621	0.5597269624573379		
1	4796	PIPDJJ_04990 Phage protein	phage	577	106	29012	10.377796058654788	106	11970	0	17042	1.0	0.5874121053357232	0.41258789466427687		
1	4797	PIPDJJ_08760 Transposase	other	590	100	29018	5.0649958276748706	100	0	0	29018	1.0	1.0	0.0		
1	4798	PIPDJJ_05200 Transcriptional regulator	other	549	101	29017	5.362259387969971	100	0	1	29017	0.9900990099009901	1.0	0.0		
1	4801	PIPDJJ_11980 HTH-type transcriptional regulator AdhR	other	539	103	29015	6.541483325958252	100	0	3	29015	0.970873786407767	1.0	0.0		
1	4806	PIPDJJ_00915 complement inhibitor SCIN-B	other	537	114	29004	5.7635044670104945	114	9	0	28995	1.0	0.9996896979726935	0.0003103020273065784		
1	4807	PIPDJJ_07240 TIGR01741 family protein	other	523	102	29016	5.882094078063963	100	0	2	29016	0.9803921568627451	1.0	0.0		
1	4808	PIPDJJ_07245 TIGR01741 family protein	other	535	89	29029	5.671818580627434	89	12	0	29017	1.0	0.9995866202762754	0.00041337972372455133		
1	4809	PIPDJJ_05115 dUTP diphosphatase	other	557	96	29022	9.08028324127196	96	6855	0	22167	1.0	0.7637998759561712	0.2362001240438288		
1	4810	PIPDJJ_11820 DUF443 domain-containing protein	other	605	118	29000	7.052006568908695	118	85	0	28915	1.0	0.9970689655172413	0.0029310344827586207		
1	4811	PIPDJJ_07275 DUF5079 domain-containing protein	other	584	104	29014	6.103651618957508	104	13	0	29001	1.0	0.999551940442545	0.0004480595574550217		
1	4813	PIPDJJ_00885 superantigen-like protein SSL13	other	543	110	29008	6.895020561218264	110	39	0	28969	1.0	0.9986555432984004	0.0013444567015995588		
1	4814	PIPDJJ_06890 Nickel import system permease protein NikC	resistance	559	122	28996	6.931522483825679	122	89	0	28907	1.0	0.996930611118775	0.0030693888812249963		
1	4815	PIPDJJ_02885 iron export ABC transporter permease subunit FetB	resistance	536	104	29014	6.649349784851073	104	42	0	28972	1.0	0.9985524229682222	0.0014475770317777625		
