variation	gene_idx	gene_name	category	n_train_flipped	n_val_flipped	n_val_not_flipped	cutoff_99th	tp	fp	fn	tn	sensitivity	specificity	false_positive_rate	dor	log10_dor
10	1236	FEOBHI_10160 hydroxyethylthiazole kinase	other	566	94	29024	4.007558119297031	91	176	3	28848	0.9680851063829787	0.9939360529217199	0.006063947078280044	4971.909090909091	3.696523179165608
10	5353	PCLKBG_10130 Uncharacterized lipoprotein SAUSA300_0410	other	526	99	29019	5.793957591056824	98	561	1	28458	0.98989898989899	0.9806678383128296	0.019332161687170474	4971.272727272727	3.6964675894718484
10	205	FEOBHI_08095 Competence protein CoiA, contains putative nuclease domain	other	567	110	29008	5.030700311660767	107	207	3	28801	0.9727272727272728	0.9928640375068947	0.00713596249310535	4962.49114331723	3.695699744675577
10	4668	ENOEHL_12750 Uncharacterized conserved protein	other	565	102	29016	5.036312236785894	101	579	1	28437	0.9901960784313726	0.9800454921422663	0.019954507857733665	4960.5129533678755	3.6955265880423296
10	27	FEOBHI_00815 VanZ domain-containing protein	other	573	101	29017	5.331235466003417	98	190	3	28827	0.9702970297029703	0.9934521142778371	0.00654788572216287	4956.221052631579	3.69515066812315
10	5147	DGIMHL_11960 Serine protease SplC	other	590	119	28999	4.388331995010377	117	339	2	28660	0.9831932773109243	0.9883099417221284	0.01169005827787165	4945.7522123893805	3.694232353940424
10	4957	EGEJGA_03550 XRE family transcriptional regulator	other	566	105	29013	6.7913043498992955	104	601	1	28412	0.9904761904761905	0.9792851480370868	0.020714851962913176	4916.55241264559	3.691660673296058
10	2948	ELEGCC_10700 Lincomycin resistance protein lmrb	other	554	108	29010	5.801494507789614	107	620	1	28390	0.9907407407407407	0.9786280592899	0.021371940710099964	4899.564516129032	3.690157480712813
10	4411	IPGIMP_00645 UPF0403 protein SAR1592	other	558	99	29019	5.648610191345213	98	570	1	28449	0.98989898989899	0.9803576966814845	0.019642303318515457	4891.231578947369	3.6894182252989083
10	651	FEOBHI_11415 Extracellular protein	other	558	100	29018	5.80991658210754	99	576	1	28442	0.99	0.9801502515679923	0.019849748432007718	4888.46875	3.6891728432610447
10	5065	BNOEEK_09355 ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA	other	538	98	29020	5.2262890625	96	283	2	28737	0.9795918367346939	0.9902481047553412	0.009751895244658856	4874.120141342756	3.687896229830067
10	1190	FEOBHI_12600 ABC-2 family transporter protein	other	531	85	29033	5.040791797637946	83	246	2	28787	0.9764705882352941	0.9915268832018738	0.008473116798126271	4856.34349593496	3.6863093974068195
10	903	FEOBHI_08090 Competence protein CoiA, contains putative nuclease domain	other	542	106	29012	4.68298124790192	103	204	3	28808	0.9716981132075472	0.9929684268578519	0.0070315731421480765	4848.40522875817	3.68559891092284
10	4843	GGOKJO_09925 65 kDa membrane protein	other	552	99	29019	4.627275362014771	97	288	2	28731	0.9797979797979798	0.9900754677969607	0.009924532203039387	4838.380208333333	3.684699992982696
10	2564	FEOBHI_01020 ABC-type dipeptide/oligopeptide/nickel transport system, permease component	resistance	553	91	29027	6.156564216613794	90	531	1	28496	0.989010989010989	0.9817066868777345	0.018293313122265478	4829.830508474576	3.683931890477024
10	4740	JAMKPL_05770 YxeA family protein	other	551	111	29007	5.0818634033203125	109	324	2	28683	0.9819819819819819	0.9888302823456407	0.011169717654359293	4824.763888888889	3.683476064983088
10	1833	FEOBHI_02410 putative arabinose efflux permease AraJ, MFS family	resistance	582	117	29001	4.246344852447497	115	342	2	28659	0.9829059829059829	0.9882073031964415	0.011792696803558498	4818.399122807017	3.682902771098912
10	4066	MANKBP_06905 Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	resistance	565	111	29007	4.7712396621704105	108	216	3	28791	0.972972972972973	0.9925535215637604	0.007446478436239528	4798.5	3.6811054991397882
10	1751	FEOBHI_11225 Phosphoglycolate phosphatase, HAD superfamily	other	548	106	29012	3.303983917236324	102	154	4	28858	0.9622641509433962	0.9946918516475941	0.005308148352405901	4778.435064935065	3.679285688674377
10	1739	FEOBHI_01245 type 8 capsular polysaccharide synthesis protein Cap8G	other	610	109	29009	6.119373741149895	108	642	1	28367	0.9908256880733946	0.977868937226378	0.02213106277362198	4772.018691588785	3.678702136095951
10	535	FEOBHI_01810 DUF1433 domain-containing protein	other	586	108	29010	4.642270517349241	106	319	2	28691	0.9814814814814815	0.9890037917959325	0.010996208204067564	4766.843260188088	3.6782308720120995
10	1421	FEOBHI_02890 putative permease, AEC (auxin efflux carrier) family	resistance	547	107	29011	4.035346946716298	104	211	3	28800	0.9719626168224299	0.9927268966943573	0.007273103305642687	4731.753554502369	3.675022117040656
10	2533	FEOBHI_09690 Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	other	546	101	29017	4.715103411674497	99	301	2	28716	0.9801980198019802	0.9896267705138367	0.010373229486163284	4722.398671096345	3.6741626480007876
10	4618	JICCIG_13240 Peptide/nickel transport system substrate-binding protein	other	528	109	29009	4.912757334709169	107	325	2	28684	0.981651376146789	0.9887965803716088	0.011203419628391189	4721.827692307692	3.674110134872034
10	5541	PMFGOH_11120 polysaccharide lyase 8 family protein	other	566	115	29003	4.513411259651185	113	344	2	28659	0.9826086956521739	0.988139158018136	0.011860841981863945	4707.074127906977	3.6727510377133252
10	4381	IPGIMP_10310 FeoB-associated Cys-rich membrane protein	other	579	126	28992	3.8755838584899918	124	377	2	28615	0.9841269841269841	0.986996412803532	0.013003587196467992	4705.915119363395	3.672644089536869
10	3999	MANKBP_06900 persulfide-sensing transcriptional repressor CstR	other	534	108	29010	5.633184261322021	106	324	2	28686	0.9814814814814815	0.9888314374353672	0.011168562564632886	4692.462962962963	3.67140085347361
10	4077	CIFEJN_11915 IS110 family ISSep2 transposase	other	548	107	29011	4.93335599899292	106	642	1	28369	0.9906542056074766	0.977870462927855	0.022129537072145048	4683.978193146418	3.6706148644920797
10	2922	ELEGCC_07405 MFS transporter	other	549	103	29015	3.293954782485957	99	153	4	28862	0.9611650485436893	0.9947268654144408	0.005273134585559194	4668.85294117647	3.6692101948043554
10	1049	FEOBHI_01395 Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	other	567	123	28995	5.200881710052511	121	371	2	28624	0.983739837398374	0.987204690463873	0.012795309536126918	4667.795148247978	3.6691117882607207
10	1723	FEOBHI_01250 type 8 capsular polysaccharide synthesis protein Cap8F	other	565	113	29005	6.2671064567566095	112	682	1	28323	0.9911504424778761	0.976486812618514	0.023513187381485952	4651.284457478006	3.667572900366248
10	4783	JIOBMH_10905 DUF3113 domain-containing protein	other	581	110	29008	3.759929275512696	108	334	2	28674	0.9818181818181818	0.9884859349145063	0.011514065085493658	4635.916167664671	3.6661355739158417
10	117	FEOBHI_11950 Membrane protein	other	564	119	28999	4.071776447296143	112	100	7	28899	0.9411764705882353	0.9965516052277664	0.0034483947722335254	4623.84	3.665002797661752
10	1512	FEOBHI_12000 ABC transporter permease	resistance	527	95	29023	5.966166982650771	94	579	1	28444	0.9894736842105263	0.9800503049305723	0.019949695069427696	4617.8514680483595	3.664439959840492
10	5397	EMBNMM_02560 staphylocoagulase	other	560	125	28993	3.2973572206497175	122	255	3	28738	0.976	0.9912047735660332	0.008795226433966819	4583.0535947712415	3.6611549359655617
10	2539	FEOBHI_06835 histidine kinase GraS/ApsS	other	557	103	29015	3.3531616115570055	97	102	6	28913	0.941747572815534	0.9964845769429606	0.0035154230570394623	4582.616013071895	3.6611134683312954
10	5021	OJEMIL_11805 Uncharacterized lipoprotein SAB0390/SAB0391	other	572	104	29014	4.536975650787344	102	321	2	28693	0.9807692307692307	0.9889363755428414	0.011063624457158612	4558.7009345794395	3.658841102023823
10	4343	HODOOL_02710 DUF262 domain-containing protein	other	542	96	29022	5.372470693588264	95	593	1	28429	0.9895833333333334	0.9795672248638964	0.020432775136103646	4554.392917369309	3.6584304954236786
10	1526	FEOBHI_12530 HNHc domain-containing protein	other	582	101	29017	3.7666460371017396	99	312	2	28705	0.9801980198019802	0.9892476823930799	0.010752317606920081	4554.158653846154	3.6584081561187642
10	691	FEOBHI_02445 Acyl-CoA thioesterase FadM	other	574	121	28997	5.30514405250548	119	375	2	28622	0.9834710743801653	0.9870676276856226	0.01293237231437735	4541.357333333333	3.657185675384623
10	1343	FEOBHI_04975 Protein GlcT	other	546	108	29010	4.558143854141225	105	222	3	28788	0.9722222222222222	0.9923474663908997	0.0076525336091003105	4538.648648648648	3.6569265639150923
10	3575	GLIPDI_06365 Group-specific protein	other	548	100	29018	5.435253415107724	96	153	4	28865	0.96	0.9947274105727479	0.005272589427252051	4527.843137254902	3.6558913727286573
10	3338	MDBBCG_06805 superantigen-like protein SSL13	other	560	109	29009	4.824575114250183	108	680	1	28329	0.9908256880733946	0.9765589989313661	0.023441001068633872	4499.3117647058825	3.653146087186537
10	3388	MDBBCG_04130 Membrane protein TolA involved in colicin uptake	other	585	95	29023	4.71373384475708	91	147	4	28876	0.9578947368421052	0.9949350515108707	0.005064948489129311	4468.9047619047615	3.650201099386258
10	2276	FEOBHI_09555 accessory Sec system translocase SecA2	other	610	100	29018	4.101491653919209	98	315	2	28703	0.98	0.9891446688262457	0.010855331173754222	4464.9111111111115	3.6498128172361635
10	4258	OANBGH_03175 phage portal protein	phage	541	95	29023	4.862870311737062	94	601	1	28422	0.9894736842105263	0.9792922854287979	0.02070771457120215	4445.371048252912	3.6479080167085596
10	2512	FEOBHI_01180 Co/Zn/Cd efflux system component	resistance	546	98	29020	5.389358425140373	97	621	1	28399	0.9897959183673469	0.9786009648518263	0.021399035148173675	4435.914653784219	3.6469831818082477
10	5469	IHCPPO_12210 Phage protein	phage	508	102	29016	6.095899662971499	101	648	1	28368	0.9901960784313726	0.9776674937965261	0.022332506203473945	4421.555555555556	3.645575086168892
10	2436	FEOBHI_11990 Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	other	599	120	28998	4.130867338180513	118	382	2	28616	0.9833333333333333	0.9868266777019105	0.013173322298089523	4419.748691099477	3.645397575871349
10	1155	FEOBHI_02700 Staphylococcal accessory regulator	other	556	105	29013	5.187499713897708	103	335	2	28678	0.9809523809523809	0.988453451900872	0.011546548099127977	4408.707462686567	3.6443112824153543
10	196	FEOBHI_07995 YueH family protein	other	569	122	28996	5.940444946289103	120	391	2	28605	0.9836065573770492	0.9865153814319216	0.013484618568078355	4389.514066496164	3.642416445089464
10	4933	FDKEGL_11910 Endonuclease	other	570	117	29001	5.055730099678013	115	375	2	28626	0.9829059829059829	0.9870694113996069	0.01293058860039309	4389.32	3.6423972439044814
10	2668	ELEGCC_00145 Phi PVL-like protein	phage	533	112	29006	5.824405651092525	111	716	1	28290	0.9910714285714286	0.9753154519754533	0.024684548024546647	4385.7402234636875	3.642042903935793
10	1549	FEOBHI_05070 GMP reductase	other	542	97	29021	4.907662806510932	96	623	1	28398	0.9896907216494846	0.9785327866028048	0.021467213397195133	4375.935794542536	3.6410709412320363
10	1061	FEOBHI_01800 Uncharacterized oxidoreductase SAOUHSC_02778	other	549	107	29011	4.57020885467529	104	229	3	28782	0.9719626168224299	0.9921064423839233	0.007893557616076661	4357.100436681223	3.6391975710887707
10	686	FEOBHI_06760 DUF456 domain-containing protein	other	592	110	29008	4.18974180698395	99	60	11	28948	0.9	0.9979316050744622	0.0020683949255377826	4342.2	3.6377098230096974
10	705	FEOBHI_06010 complement convertase inhibitor Efb	other	544	104	29014	6.073394131660511	103	673	1	28341	0.9903846153846154	0.9768043013717516	0.023195698628248433	4337.478454680535	3.637237330557064
10	1750	FEOBHI_12505 Alcohol dehydrogenase	other	535	85	29033	6.070426540374754	84	552	1	28481	0.9882352941176471	0.9809871525505459	0.01901284744945407	4334.065217391304	3.6368954421337913
10	1817	FEOBHI_10355 Biotin carboxylase	other	554	82	29036	6.590982499122657	81	535	1	28501	0.9878048780487805	0.9815745970519355	0.01842540294806447	4315.104672897196	3.6349913350014713
10	2546	FEOBHI_09380 Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains	iron_fes	561	112	29006	4.761721897125244	109	243	3	28763	0.9732142857142857	0.9916224229469764	0.008377577053023512	4300.6406035665295	3.633533150898777
10	1609	FEOBHI_10750 5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain	other	587	115	29003	5.798264322280883	113	378	2	28625	0.9826086956521739	0.9869668654966728	0.013033134503327243	4278.604497354498	3.6313021433301578
10	1399	FEOBHI_07155 ABC-type Fe3+-hydroxamate transport system, periplasmic component	other	580	108	29010	3.6368571257591307	106	355	2	28655	0.9814814814814815	0.9877628403998621	0.012237159600137883	4278.070422535211	3.6312479293394633
10	1660	FEOBHI_00820 Threonine dehydrogenase or related Zn-dependent dehydrogenase	other	534	103	29015	5.854003472328185	101	341	2	28674	0.9805825242718447	0.98824745821127	0.011752541788729967	4246.4428152492665	3.628025280030601
10	3033	HCCNHA_13180 IS21 family transposase	other	565	109	29009	5.219491806030278	108	721	1	28288	0.9908256880733946	0.975145644455169	0.024854355544830915	4237.314840499306	3.6270907341005
10	3546	LFCCLA_12840 IS110 family transposase	other	498	82	29036	5.984199562072749	81	549	1	28487	0.9878048780487805	0.9810924369747899	0.018907563025210083	4203.0	3.623559390005437
10	2183	FEOBHI_01015 Peptide ABC transporter substrate-binding protein	other	578	112	29006	4.7282851886749455	110	376	2	28630	0.9821428571428571	0.9870371647245397	0.012962835275460249	4187.898936170212	3.621996192588181
10	3259	MDBBCG_06590 Conserved cytoplasmic protein	other	563	114	29004	5.365045862197875	112	383	2	28621	0.9824561403508771	0.9867949248379534	0.013205075162046614	4184.793733681462	3.6216740567064374
10	3685	GLIPDI_04745 Lipoprotein	other	588	112	29006	4.226650476455688	108	188	4	28818	0.9642857142857143	0.9935185823622699	0.0064814176377301245	4138.755319148936	3.616869751917913
10	5489	GJICGJ_09145 ATP phosphoribosyltransferase	other	531	105	29013	4.715358924865732	103	357	2	28656	0.9809523809523809	0.987695171130183	0.01230482886981698	4133.848739495798	3.616354581433954
10	4889	GGOKJO_00920 DnaD domain protein	other	544	100	29018	5.939745573997508	99	680	1	28338	0.99	0.9765662692122131	0.02343373078778689	4125.679411764706	3.615495477851657
10	4422	IPGIMP_04435 Uncharacterized lipoprotein MW2408	other	538	102	29016	4.667714738845824	100	349	2	28667	0.9803921568627451	0.987972153294734	0.01202784670526606	4107.02005730659	3.6135268238072205
10	5167	HNBMNO_09185 Hyaluronate lyase	other	547	119	28999	6.086595506668072	117	408	2	28591	0.9831932773109243	0.9859305493292873	0.014069450670712783	4099.444852941177	3.6127250485177207
10	383	FEOBHI_02845 HTH-type transcriptional regulator SarV	other	616	122	28996	5.034515905380249	118	208	4	28788	0.9672131147540983	0.9928265967719685	0.007173403228031452	4082.9134615384614	3.610970175030857
10	2608	FEOBHI_12895 Uncharacterized NAD(P)/FAD-binding protein YdhS	other	602	92	29026	4.590766439437868	90	318	2	28708	0.9782608695652174	0.9890443051057672	0.010955694894232757	4062.4528301886794	3.6087883313511893
10	4322	HODOOL_09810 Fibrinogen-binding protein	other	565	114	29004	4.987912540435792	112	396	2	28608	0.9824561403508771	0.9863467107985106	0.01365328920148945	4045.5757575757575	3.6069803381965118
10	2985	HCCNHA_02965 DUF4468 domain-containing protein	other	527	96	29022	5.587417640686035	95	667	1	28355	0.9895833333333334	0.977017435049273	0.022982564950727036	4038.568215892054	3.606227422994316
10	3306	MDBBCG_08455 TIGR01741 family protein	other	542	115	29003	5.4578833866119405	113	401	2	28602	0.9826086956521739	0.9861738440850947	0.013826155914905354	4029.9576059850374	3.605300477509942
10	4706	PODMID_10360 DUF443 domain-containing protein	other	558	98	29020	3.9128131270408564	96	343	2	28677	0.9795918367346939	0.9881805651274983	0.011819434872501722	4013.1078717201167	3.6034808336593707
10	3225	MDBBCG_06060 XRE family transcriptional regulator	other	534	94	29024	5.150880947113037	92	329	2	28695	0.9787234042553191	0.9886645534729879	0.011335446527012127	4012.066869300912	3.603368162814577
10	2456	FEOBHI_12005 ABC-type dipeptide/oligopeptide/nickel transport system, permease component	resistance	590	116	29002	7.185213084220888	115	810	1	28192	0.9913793103448276	0.9720708916626439	0.027929108337356044	4002.567901234568	3.602338708206916
10	4401	IPGIMP_05590 Ntox35 domain-containing protein	other	546	95	29023	4.441274404525755	90	130	5	28893	0.9473684210526315	0.995520793853151	0.004479206146849051	4000.5692307692307	3.6021217903763283
10	3073	HCCNHA_01235 Stage II sporulation protein SpoIIM, component of the engulfment complex	other	606	113	29005	5.25659313201905	111	398	2	28607	0.9823008849557522	0.9862782278917428	0.013721772108257197	3989.1670854271356	3.600882227024134
10	4192	JABGIB_11475 Integrase	phage	585	98	29020	4.73587633132929	96	346	2	28674	0.9795918367346939	0.9880771881461061	0.011922811853893866	3977.8959537572255	3.599653419487248
10	4394	IPGIMP_12060 RadC domain-containing protein	other	550	120	28998	4.5055400371551455	117	282	3	28716	0.975	0.9902751913925099	0.009724808607490172	3971.3617021276596	3.5989394433682005
10	747	FEOBHI_12615 Enterotoxin	other	544	112	29006	5.224967775344851	109	263	3	28743	0.9732142857142857	0.9909329104323243	0.009067089567675653	3970.832699619772	3.598881589616754
10	2184	FEOBHI_01510 oleate hydratase	other	506	101	29017	5.046147656440735	100	720	1	28297	0.9900990099009901	0.975186959368646	0.024813040631354033	3930.1388888888887	3.594407898368357
10	2106	FEOBHI_11995 ABC-type transport system, periplasmic component	other	569	118	29000	4.355751552581837	116	424	2	28576	0.9830508474576272	0.9853793103448276	0.014620689655172414	3908.9811320754716	3.592063574178657
10	3682	GLIPDI_00320 ABC transporter ATP-binding protein	other	552	120	28998	5.805914506912238	119	860	1	28138	0.9916666666666667	0.9703427822608456	0.029657217739154425	3893.513953488372	3.5903417354498233
10	1977	FEOBHI_09545 accessory Sec system glycosylation chaperone GtfB	other	537	109	29009	5.201715278625488	106	262	3	28747	0.9724770642201835	0.9909683201764969	0.009031679823503051	3876.821882951654	3.588475848201378
10	5197	PLKPCH_00655 Phage protein	phage	536	102	29016	5.642037940025324	100	370	2	28646	0.9803921568627451	0.9872484146677695	0.012751585332230494	3871.0810810810813	3.587832267856626
10	4315	HODOOL_03740 LSM domain protein	other	517	97	29021	4.954450569152831	95	352	2	28669	0.979381443298969	0.9878708521415527	0.01212914785844733	3868.6860795454545	3.587563490782927
10	5164	HNBMNO_12525 Restriction endonuclease	other	586	116	29002	5.61740081310272	114	422	2	28580	0.9827586206896551	0.9854492793600441	0.014550720639955866	3860.3317535545025	3.586624629165769
10	4532	JICCIG_12670 DUF1433 domain-containing protein	other	534	109	29009	4.7757098007201915	105	196	4	28813	0.963302752293578	0.9932434761625702	0.006756523837429763	3858.8839285714284	3.586461715617508
10	1850	FEOBHI_09265 putative succinyl-diaminopimelate desuccinylase	other	562	95	29023	4.051152930259703	94	692	1	28331	0.9894736842105263	0.9761568411260035	0.023843158873996486	3848.4306358381505	3.5852836632368748
10	4420	IPGIMP_06200 DUF443 domain-containing protein	other	574	104	29014	4.923825016021725	102	382	2	28632	0.9807692307692307	0.9868339422347832	0.013166057765216791	3822.5968586387435	3.5823584985681753
10	419	FEOBHI_06875 Phosphotransferase subunit DhaM of the dihydroxyacetone kinase DhaKLM complex, contains PTS-EIIA, HPr, and PEP-utilizing domains	other	532	119	28999	6.673681640624998	118	875	1	28124	0.9915966386554622	0.9698265457429567	0.030173454257043347	3792.7222857142856	3.5789510435471286
10	2991	HCCNHA_05920 Accessory gene regulator D (Pheromone, type II)	other	561	108	29010	5.177815818786621	106	401	2	28609	0.9814814814814815	0.9861771802826611	0.013822819717338848	3781.2394014962592	3.577634174706457
10	924	FEOBHI_09335 accessory gene regulator AgrB	other	577	115	29003	6.030467376708992	114	853	1	28150	0.991304347826087	0.9705892493879943	0.029410750612005654	3762.1336459554514	3.5754342193563144
10	4943	FDKEGL_02630 staphylocoagulase	other	574	107	29011	5.431308741569517	106	799	1	28212	0.9906542056074766	0.9724587225535142	0.027541277446485816	3742.7684605757195	3.573192961123343
10	1587	FEOBHI_04920 Anthranilate phosphoribosyltransferase	other	570	115	29003	4.006992611885069	113	432	2	28571	0.9826086956521739	0.9851049891390545	0.01489501086094542	3736.716435185185	3.5724901421881636
10	3070	HCCNHA_08515 DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	core	575	107	29011	5.747018852233886	105	402	2	28609	0.9813084112149533	0.9861431870669746	0.013856812933025405	3736.25	3.5724359280473372
10	1712	FEOBHI_03095 Type-ISP-C domain-containing protein	other	533	100	29018	5.693244609832731	98	376	2	28642	0.98	0.9870425253291061	0.012957474670893927	3732.601063829787	3.5720115755047357
10	4711	PODMID_09210 Type I site-specific deoxyribonuclease	other	544	89	29029	3.9829056906700178	80	69	9	28960	0.898876404494382	0.9976230665885838	0.00237693341141617	3730.7568438003223	3.571796944340473
10	1840	FEOBHI_04905 tryptophan synthase subunit beta	other	537	104	29014	3.796313724517822	100	194	4	28820	0.9615384615384616	0.9933135727579789	0.006686427242021093	3713.917525773196	3.569832255219782
10	3865	GFNPHG_01985 Phage head morphogenesis protein	phage	588	93	29025	5.835959267616268	92	703	1	28322	0.989247311827957	0.9757795004306632	0.02422049956933678	3706.435277382646	3.568956420774774
10	4203	JABGIB_12340 Tail tape measure protein	phage	570	102	29016	3.370661749839776	99	258	3	28758	0.9705882352941176	0.9911083540115798	0.008891645988420183	3678.3488372093025	3.565652913290089
10	2931	ELEGCC_09805 ABC-type Na+ efflux pump, permease component NatB	resistance	586	117	29001	5.916295766830429	115	449	2	28552	0.9829059829059829	0.9845177752491293	0.01548222475087066	3656.436525612472	3.5630580386339115
10	3515	LFCCLA_09540 Exported protein	other	544	95	29023	5.661665182113655	93	366	2	28657	0.9789473684210527	0.987389311925025	0.01261068807497502	3640.848360655738	3.5612025911828122
10	906	FEOBHI_13310 Membrane-associated phospholipid phosphatase	other	608	108	29010	6.032553372383113	106	420	2	28590	0.9814814814814815	0.9855222337125129	0.014477766287487074	3607.785714285714	3.5572407345608776
10	2416	FEOBHI_05145 DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	other	555	109	29009	4.037825770378118	105	210	4	28799	0.963302752293578	0.9927608673170395	0.0072391326829604604	3599.875	3.5562874208359707
10	454	FEOBHI_07340 YwdI family protein	other	574	104	29014	5.803572554588316	103	808	1	28206	0.9903846153846154	0.9721513751981802	0.02784862480181981	3595.5668316831684	3.5557673655024824
10	3312	MDBBCG_05100 Peptidase-M78 domain-containing protein	other	548	115	29003	4.417891411781307	108	125	7	28878	0.9391304347826087	0.995690101024032	0.004309898975968003	3564.3702857142857	3.5519828145256387
10	2271	FEOBHI_09995 LPXTG-anchored adenosine synthase AdsA	other	558	106	29012	3.425340614318841	103	277	3	28735	0.9716981132075472	0.9904522266648284	0.009547773335171653	3561.61853188929	3.5516474023907776
10	459	FEOBHI_02290 DUF1722 domain-containing protein	other	524	84	29034	5.396689996719356	83	669	1	28365	0.9880952380952381	0.9769580491837156	0.023041950816284355	3519.1255605381166	3.5464347625089716
10	4612	JICCIG_12765 FmtB protein	other	523	109	29009	5.321627025604248	107	437	2	28572	0.981651376146789	0.9849357096073632	0.015064290392636768	3497.9450800915333	3.5438129865033114
10	4402	IPGIMP_12025 RadC domain-containing protein	other	562	94	29024	4.633223147392273	92	377	2	28647	0.9787234042553191	0.9870107497243661	0.012989250275633957	3495.389920424403	3.543495629536109
10	2598	FEOBHI_07380 Putative proline/betaine transporter	other	595	117	29001	6.037834539413394	115	470	2	28531	0.9829059829059829	0.9837936622875073	0.016206337712492674	3490.494680851064	3.5428869805235337
10	2971	ELEGCC_12855 CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone	other	533	98	29020	5.767980880737295	97	787	1	28233	0.9897959183673469	0.972880771881461	0.027119228118538938	3479.7979669631513	3.5415540300442503
10	798	FEOBHI_07890 Ribosomal protein S18 acetylase RimI and related acetyltransferases	core	592	92	29026	6.110140695571899	91	742	1	28284	0.9891304347826086	0.9744367119134569	0.0255632880865431	3468.7924528301887	3.540178315614015
10	4137	JABGIB_12365 HK97 gp10 family phage protein	phage	570	99	29019	3.5708561038970945	96	266	3	28753	0.9696969696969697	0.9908335917846928	0.009166408215307212	3459.0075187969924	3.53895150603532
10	1860	FEOBHI_12450 arginine deiminase	other	555	101	29017	6.551533536911017	100	817	1	28200	0.9900990099009901	0.9718440913946996	0.02815590860530034	3451.6523867809055	3.5380270517869454
10	2827	ELEGCC_00205 Phage protein	phage	514	99	29019	5.944113721847535	97	403	2	28616	0.9797979797979798	0.986112546951997	0.013887453048003033	3443.861042183623	3.5370456196020674
10	4995	OJEMIL_05255 TIGR01741 family protein	other	570	102	29016	5.287652745246873	101	831	1	28185	0.9901960784313726	0.9713606286186931	0.028639371381306865	3425.6137184115523	3.5347383891547386
10	4890	GGOKJO_08955 DUF1672 domain-containing protein	other	522	103	29015	5.842911376953121	101	424	2	28591	0.9805825242718447	0.985386868860934	0.014613131139066	3405.2959905660377	3.532154867051349
10	5367	PCLKBG_04250 Restriction endonuclease subunit S	other	584	118	29000	5.24072915554046	116	487	2	28513	0.9830508474576272	0.9832068965517241	0.01679310344827586	3395.798767967146	3.530941946427379
10	3847	GFNPHG_04320 DUF772 domain-containing protein	other	545	101	29017	4.0505052566528175	97	206	4	28811	0.9603960396039604	0.9929007133749181	0.007099286625081849	3391.5861650485435	3.5304028550232616
10	4183	JABGIB_00605 DNA-3-methyladenine glycosylase II	other	540	111	29007	4.923084788322451	107	227	4	28780	0.963963963963964	0.9921743027545076	0.007825697245492468	3391.4757709251103	3.5303887187647107
10	4781	HDEGJF_06195 Putative helicase	other	521	95	29023	5.787343978881832	94	784	1	28239	0.9894736842105263	0.9729869413913104	0.02701305860868966	3385.798469387755	3.52966110432295
10	2826	ELEGCC_10675 Flavodoxin	other	582	110	29008	5.758361835479722	109	907	1	28101	0.990909090909091	0.9687327633756205	0.03126723662437948	3377.077177508269	3.52854098583025
10	2447	FEOBHI_01165 ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	other	585	118	29000	4.549697265624999	115	327	3	28673	0.9745762711864406	0.9887241379310345	0.011275862068965517	3361.2589194699285	3.5265019676810216
10	3238	MDBBCG_05735 Transcriptional regulator	other	537	93	29025	3.256662940979003	89	191	4	28834	0.956989247311828	0.9934194659776056	0.006580534022394487	3358.934554973822	3.526201542189201
10	4949	AHNEJH_04455 TIGR01741 family protein	other	576	95	29023	5.403554081916809	94	792	1	28231	0.9894736842105263	0.9727112979361197	0.02728870206388037	3350.64898989899	3.5251289340320806
10	5329	PCLKBG_07670 TIGR01741 family protein	other	565	101	29017	6.387977504730226	100	842	1	28175	0.9900990099009901	0.9709825274838888	0.029017472516111247	3346.1995249406177	3.524551833218495
10	4804	PIPDJJ_05665 Phage protein	phage	571	105	29013	5.221155691146838	104	875	1	28138	0.9904761904761905	0.9698411057112329	0.030158894288767106	3344.402285714286	3.5243185115773272
10	3203	MDBBCG_05435 Phage protein	phage	538	88	29030	5.124007444381713	84	182	4	28848	0.9545454545454546	0.9937306234929384	0.00626937650706166	3328.6153846153848	3.522263616127171
10	3867	GFNPHG_04780 type 8 capsular polysaccharide synthesis protein Cap8J	other	572	110	29008	5.189638319015502	107	308	3	28700	0.9727272727272728	0.9893822393822393	0.010617760617760617	3323.4848484848485	3.521593703199095
10	359	FEOBHI_04775 DUF4889 domain-containing protein	other	551	99	29019	5.118851184844971	98	833	1	28186	0.98989898989899	0.971294669009959	0.02870533099004101	3316.0	3.520614521878236
10	1814	FEOBHI_01720 Macrolide-efflux protein	resistance	573	105	29013	5.516963653564451	104	883	1	28130	0.9904761904761905	0.9695653672491642	0.03043463275083583	3313.1596828992074	3.5202423678864125
